FarmID,FarmerID,Name,Location,SizeHectares,SoilType
423,212,Ayanda's Farm 1,Free State,34;34,Clay Loam
424,212,Ayanda's Farm 2,Free State,28;11,Alluvial Soil
425,213,Sibusiso's Farm 1,Limpopo,46;61,Red Loam
426,213,Sibusiso's Farm 2,Limpopo,33;54,Clay Loam
427,214,Nomsa's Farm 1,Northern Cape,42;78,Alluvial Soil
428,214,Nomsa's Farm 2,Northern Cape,14;93,Silty Clay
429,215,Dineo's Farm 1,Western Cape,46;02,Black Cotton Soil
430,215,Dineo's Farm 2,Western Cape,15;29,Silty Clay
431,216,Buhle's Farm 1,Free State,24;5,Black Cotton Soil
432,216,Buhle's Farm 2,Free State,28;02,Red Loam
433,217,Thabo's Farm 1,Mpumalanga,11;22,Silty Clay
434,217,Thabo's Farm 2,Mpumalanga,28;28,Loamy
435,218,Sibusiso's Farm 1,Free State,22;2,Black Cotton Soil
436,218,Sibusiso's Farm 2,Free State,21;84,Silty Clay
437,219,Kagiso's Farm 1,Limpopo,35;43,Alluvial Soil
438,219,Kagiso's Farm 2,Limpopo,25;47,Black Cotton Soil
439,220,Tshepo's Farm 1,Mpumalanga,45;54,Black Cotton Soil
440,220,Tshepo's Farm 2,Mpumalanga,21;69,Silty Clay
441,221,Lerato's Farm 1,Northern Cape,12;5,Red Loam
442,221,Lerato's Farm 2,Northern Cape,22;21,Loamy
443,222,Dineo's Farm 1,KZN,33;36,Clay Loam
444,222,Dineo's Farm 2,KZN,41;56,Loamy
445,223,Tshepo's Farm 1,Limpopo,49;19,Red Loam
446,223,Tshepo's Farm 2,Limpopo,18;54,Black Cotton Soil
447,224,Buhle's Farm 1,Eastern Cape,29;98,Silty Clay
448,224,Buhle's Farm 2,Eastern Cape,39;55,Loamy
449,225,Buhle's Farm 1,Free State,42;87,Black Cotton Soil
450,225,Buhle's Farm 2,Free State,32;88,Clay Loam
451,226,Thabo's Farm 1,Mpumalanga,40;56,Silty Clay
452,226,Thabo's Farm 2,Mpumalanga,31;43,Clay Loam
453,227,Ayanda's Farm 1,Western Cape,28;45,Loamy
454,227,Ayanda's Farm 2,Western Cape,33;45,Alluvial Soil
455,228,Thabo's Farm 1,North West,33;14,Black Cotton Soil
456,228,Thabo's Farm 2,North West,30;31,Clay Loam
457,229,Dineo's Farm 1,Gauteng,21;33,Black Cotton Soil
458,229,Dineo's Farm 2,Gauteng,21;89,Black Cotton Soil
459,230,Tshepo's Farm 1,Eastern Cape,19;55,Silty Clay
460,230,Tshepo's Farm 2,Eastern Cape,16;57,Red Loam
461,231,Sibusiso's Farm 1,Gauteng,33;52,Clay Loam
462,231,Sibusiso's Farm 2,Gauteng,11;11,Black Cotton Soil
463,232,Lerato's Farm 1,Gauteng,26;02,Red Loam
464,232,Lerato's Farm 2,Gauteng,48;96,Loamy
465,233,Sipho's Farm 1,Northern Cape,16;06,Clay Loam
466,233,Sipho's Farm 2,Northern Cape,37;93,Silty Clay
467,234,Ayanda's Farm 1,Limpopo,49;83,Loamy
468,234,Ayanda's Farm 2,Limpopo,38;71,Black Cotton Soil
469,235,Lerato's Farm 1,KZN,19;24,Loamy
470,235,Lerato's Farm 2,KZN,32;13,Silty Clay
471,236,Buhle's Farm 1,Gauteng,37;47,Alluvial Soil
472,236,Buhle's Farm 2,Gauteng,33;28,Silty Clay
473,237,Dineo's Farm 1,North West,21;85,Alluvial Soil
474,237,Dineo's Farm 2,North West,21;97,Alluvial Soil
475,238,Dineo's Farm 1,Northern Cape,16;93,Loamy
476,238,Dineo's Farm 2,Northern Cape,45;52,Silty Clay
477,239,Ayanda's Farm 1,KZN,25;27,Red Loam
478,239,Ayanda's Farm 2,KZN,35;73,Silty Clay
479,240,Nomsa's Farm 1,Free State,26;7,Loamy
480,240,Nomsa's Farm 2,Free State,46;04,Red Loam
481,241,Ayanda's Farm 1,Free State,15;65,Silty Clay
482,241,Ayanda's Farm 2,Free State,41;13,Clay Loam
483,242,Nomsa's Farm 1,Limpopo,46;21,Loamy
484,242,Nomsa's Farm 2,Limpopo,23;47,Clay Loam
485,243,Sipho's Farm 1,Gauteng,47;32,Red Loam
486,243,Sipho's Farm 2,Gauteng,24;59,Clay Loam
487,244,Kagiso's Farm 1,Northern Cape,45;32,Red Loam
488,244,Kagiso's Farm 2,Northern Cape,12;84,Red Loam
489,245,Buhle's Farm 1,KZN,38;59,Black Cotton Soil
490,245,Buhle's Farm 2,KZN,18;2,Black Cotton Soil
491,246,Kagiso's Farm 1,Western Cape,26;56,Loamy
492,246,Kagiso's Farm 2,Western Cape,49;68,Loamy
493,247,Lerato's Farm 1,Free State,24;89,Clay Loam
494,247,Lerato's Farm 2,Free State,48;42,Clay Loam
495,248,Ayanda's Farm 1,KZN,26;7,Clay Loam
496,248,Ayanda's Farm 2,KZN,17;99,Clay Loam
497,249,Nomsa's Farm 1,North West,14;11,Red Loam
498,249,Nomsa's Farm 2,North West,23;1,Clay Loam
499,250,Sipho's Farm 1,Gauteng,13;25,Clay Loam
500,250,Sipho's Farm 2,Gauteng,28;85,Loamy
501,251,Sibusiso's Farm 1,Mpumalanga,31;77,Loamy
502,251,Sibusiso's Farm 2,Mpumalanga,46;64,Silty Clay
503,252,Lerato's Farm 1,Mpumalanga,41;13,Black Cotton Soil
504,252,Lerato's Farm 2,Mpumalanga,30;09,Red Loam
505,253,Buhle's Farm 1,Northern Cape,39;74,Alluvial Soil
506,253,Buhle's Farm 2,Northern Cape,40;11,Red Loam
507,254,Thabo's Farm 1,Free State,43;19,Silty Clay
508,254,Thabo's Farm 2,Free State,23;35,Loamy
509,255,Sibusiso's Farm 1,Mpumalanga,27;17,Red Loam
510,255,Sibusiso's Farm 2,Mpumalanga,47;85,Black Cotton Soil
511,256,Lerato's Farm 1,Free State,18;2,Loamy
512,256,Lerato's Farm 2,Free State,42;19,Red Loam
513,257,Ayanda's Farm 1,Limpopo,29;21,Clay Loam
514,257,Ayanda's Farm 2,Limpopo,15;28,Loamy
515,258,Lerato's Farm 1,Western Cape,24;71,Red Loam
516,258,Lerato's Farm 2,Western Cape,35;89,Silty Clay
517,259,Kagiso's Farm 1,North West,17;19,Loamy
518,259,Kagiso's Farm 2,North West,49,Silty Clay
519,260,Sibusiso's Farm 1,Mpumalanga,18;36,Silty Clay
520,260,Sibusiso's Farm 2,Mpumalanga,19;21,Red Loam
521,261,Tshepo's Farm 1,Northern Cape,42;42,Clay Loam
522,261,Tshepo's Farm 2,Northern Cape,27;51,Black Cotton Soil
523,262,Lerato's Farm 1,Eastern Cape,29;9,Silty Clay
524,262,Lerato's Farm 2,Eastern Cape,24;66,Red Loam
525,263,Buhle's Farm 1,Western Cape,28;86,Clay Loam
526,263,Buhle's Farm 2,Western Cape,43;46,Clay Loam
527,264,Buhle's Farm 1,North West,22;68,Alluvial Soil
528,264,Buhle's Farm 2,North West,47;03,Silty Clay
529,265,Sipho's Farm 1,Mpumalanga,20;88,Clay Loam
530,265,Sipho's Farm 2,Mpumalanga,10;53,Black Cotton Soil
531,266,Kagiso's Farm 1,North West,30;84,Silty Clay
532,266,Kagiso's Farm 2,North West,22;75,Alluvial Soil
533,267,Kagiso's Farm 1,Northern Cape,20;7,Clay Loam
534,267,Kagiso's Farm 2,Northern Cape,33;46,Red Loam
535,268,Tshepo's Farm 1,Western Cape,26;26,Alluvial Soil
536,268,Tshepo's Farm 2,Western Cape,42;29,Alluvial Soil
537,269,Lerato's Farm 1,Free State,31;58,Clay Loam
538,269,Lerato's Farm 2,Free State,41;27,Alluvial Soil
539,270,Thabo's Farm 1,Northern Cape,38;7,Clay Loam
540,270,Thabo's Farm 2,Northern Cape,17;4,Loamy
541,271,Tshepo's Farm 1,Eastern Cape,42;07,Silty Clay
542,271,Tshepo's Farm 2,Eastern Cape,34;25,Loamy
543,272,Sipho's Farm 1,Eastern Cape,48;76,Silty Clay
544,272,Sipho's Farm 2,Eastern Cape,15;37,Clay Loam
545,273,Nomsa's Farm 1,North West,15;94,Black Cotton Soil
546,273,Nomsa's Farm 2,North West,12;6,Alluvial Soil
547,274,Sibusiso's Farm 1,Mpumalanga,29;42,Black Cotton Soil
548,274,Sibusiso's Farm 2,Mpumalanga,17;93,Silty Clay
549,275,Buhle's Farm 1,Mpumalanga,48;21,Silty Clay
550,275,Buhle's Farm 2,Mpumalanga,19;42,Clay Loam
551,276,Nomsa's Farm 1,Mpumalanga,43;88,Black Cotton Soil
552,276,Nomsa's Farm 2,Mpumalanga,22;58,Silty Clay
553,277,Dineo's Farm 1,Free State,30;17,Alluvial Soil
554,277,Dineo's Farm 2,Free State,40;89,Loamy
555,278,Ayanda's Farm 1,Mpumalanga,13;89,Alluvial Soil
556,278,Ayanda's Farm 2,Mpumalanga,36;86,Alluvial Soil
557,279,Nomsa's Farm 1,North West,11;93,Alluvial Soil
558,279,Nomsa's Farm 2,North West,42;32,Loamy
559,280,Sibusiso's Farm 1,Eastern Cape,42;73,Clay Loam
560,280,Sibusiso's Farm 2,Eastern Cape,48;77,Alluvial Soil
561,281,Tshepo's Farm 1,Limpopo,16;69,Clay Loam
562,281,Tshepo's Farm 2,Limpopo,34;29,Red Loam
563,282,Sipho's Farm 1,Western Cape,47;27,Red Loam
564,282,Sipho's Farm 2,Western Cape,27;8,Alluvial Soil
565,283,Tshepo's Farm 1,Eastern Cape,11;16,Silty Clay
566,283,Tshepo's Farm 2,Eastern Cape,49;03,Clay Loam
567,284,Sibusiso's Farm 1,Limpopo,12;66,Alluvial Soil
568,284,Sibusiso's Farm 2,Limpopo,17;99,Clay Loam
569,285,Thabo's Farm 1,Free State,13;85,Loamy
570,285,Thabo's Farm 2,Free State,32;08,Loamy
571,286,Ayanda's Farm 1,Gauteng,32;54,Loamy
572,286,Ayanda's Farm 2,Gauteng,18;14,Loamy
573,287,Thabo's Farm 1,Limpopo,46;59,Loamy
574,287,Thabo's Farm 2,Limpopo,47;09,Black Cotton Soil
575,288,Kagiso's Farm 1,Western Cape,42;49,Loamy
576,288,Kagiso's Farm 2,Western Cape,32;71,Red Loam
577,289,Lerato's Farm 1,Limpopo,31;21,Clay Loam
578,289,Lerato's Farm 2,Limpopo,11;16,Black Cotton Soil
579,290,Tshepo's Farm 1,Northern Cape,10;15,Silty Clay
580,290,Tshepo's Farm 2,Northern Cape,31;72,Red Loam
581,291,Thabo's Farm 1,Free State,28;43,Alluvial Soil
582,291,Thabo's Farm 2,Free State,12;43,Red Loam
583,292,Thabo's Farm 1,North West,10;76,Silty Clay
584,292,Thabo's Farm 2,North West,46;14,Loamy
585,293,Dineo's Farm 1,Northern Cape,40;67,Black Cotton Soil
586,293,Dineo's Farm 2,Northern Cape,10;56,Red Loam
587,294,Sipho's Farm 1,North West,38;42,Alluvial Soil
588,294,Sipho's Farm 2,North West,24;73,Loamy
589,295,Buhle's Farm 1,Northern Cape,13;28,Silty Clay
590,295,Buhle's Farm 2,Northern Cape,46;23,Alluvial Soil
591,296,Buhle's Farm 1,North West,46;17,Alluvial Soil
592,296,Buhle's Farm 2,North West,14;28,Alluvial Soil
593,297,Buhle's Farm 1,Gauteng,43;12,Clay Loam
594,297,Buhle's Farm 2,Gauteng,37;5,Red Loam
595,298,Sipho's Farm 1,Western Cape,48;4,Black Cotton Soil
596,298,Sipho's Farm 2,Western Cape,17;49,Black Cotton Soil
597,299,Buhle's Farm 1,Limpopo,33;54,Alluvial Soil
598,299,Buhle's Farm 2,Limpopo,34;09,Red Loam
599,300,Thabo's Farm 1,Northern Cape,49;34,Black Cotton Soil
600,300,Thabo's Farm 2,Northern Cape,15;38,Silty Clay
601,301,Sibusiso's Farm 1,Limpopo,17;66,Alluvial Soil
602,301,Sibusiso's Farm 2,Limpopo,40;09,Clay Loam
603,302,Thabo's Farm 1,KZN,12;96,Alluvial Soil
604,302,Thabo's Farm 2,KZN,49;29,Black Cotton Soil
605,303,Sibusiso's Farm 1,Northern Cape,47;42,Alluvial Soil
606,303,Sibusiso's Farm 2,Northern Cape,29;18,Black Cotton Soil
607,304,Kagiso's Farm 1,North West,33;53,Red Loam
608,304,Kagiso's Farm 2,North West,40;75,Black Cotton Soil
609,305,Thabo's Farm 1,Northern Cape,39;84,Loamy
610,305,Thabo's Farm 2,Northern Cape,44;93,Red Loam
611,306,Kagiso's Farm 1,Northern Cape,40;64,Loamy
612,306,Kagiso's Farm 2,Northern Cape,13;98,Loamy
613,307,Lerato's Farm 1,Northern Cape,27;19,Silty Clay
614,307,Lerato's Farm 2,Northern Cape,13;92,Red Loam
615,308,Nomsa's Farm 1,Gauteng,22;16,Black Cotton Soil
616,308,Nomsa's Farm 2,Gauteng,15;57,Black Cotton Soil
617,309,Ayanda's Farm 1,Limpopo,22;76,Silty Clay
618,309,Ayanda's Farm 2,Limpopo,35;8,Loamy
619,310,Dineo's Farm 1,KZN,16;95,Alluvial Soil
620,310,Dineo's Farm 2,KZN,44;68,Alluvial Soil
621,311,Thabo's Farm 1,Northern Cape,22;03,Loamy
622,311,Thabo's Farm 2,Northern Cape,43;09,Loamy
623,312,Tshepo's Farm 1,KZN,16;35,Black Cotton Soil
624,312,Tshepo's Farm 2,KZN,10;56,Alluvial Soil
625,313,Sipho's Farm 1,Eastern Cape,14;42,Loamy
626,313,Sipho's Farm 2,Eastern Cape,48;58,Alluvial Soil
627,314,Tshepo's Farm 1,Mpumalanga,35;16,Silty Clay
628,314,Tshepo's Farm 2,Mpumalanga,37;81,Loamy
629,315,Ayanda's Farm 1,Free State,40;74,Black Cotton Soil
630,315,Ayanda's Farm 2,Free State,40;61,Black Cotton Soil
631,316,Sipho's Farm 1,Western Cape,41;32,Loamy
632,316,Sipho's Farm 2,Western Cape,22;81,Clay Loam
633,317,Tshepo's Farm 1,Gauteng,40;67,Alluvial Soil
634,317,Tshepo's Farm 2,Gauteng,19;25,Loamy
635,318,Sipho's Farm 1,KZN,12;45,Red Loam
636,318,Sipho's Farm 2,KZN,24;44,Alluvial Soil
637,319,Kagiso's Farm 1,KZN,20;11,Alluvial Soil
638,319,Kagiso's Farm 2,KZN,27;42,Red Loam
639,320,Nomsa's Farm 1,North West,22;53,Loamy
640,320,Nomsa's Farm 2,North West,48;8,Red Loam
641,321,Thabo's Farm 1,Western Cape,25;92,Clay Loam
642,321,Thabo's Farm 2,Western Cape,38;82,Clay Loam
643,322,Ayanda's Farm 1,North West,37;73,Clay Loam
644,322,Ayanda's Farm 2,North West,48;04,Alluvial Soil
645,323,Thabo's Farm 1,Western Cape,39;97,Black Cotton Soil
646,323,Thabo's Farm 2,Western Cape,20;71,Black Cotton Soil
647,324,Kagiso's Farm 1,Limpopo,15;86,Clay Loam
648,324,Kagiso's Farm 2,Limpopo,16;55,Loamy
649,325,Thabo's Farm 1,Northern Cape,39;72,Black Cotton Soil
650,325,Thabo's Farm 2,Northern Cape,21;49,Clay Loam
651,326,Buhle's Farm 1,Gauteng,26;23,Alluvial Soil
652,326,Buhle's Farm 2,Gauteng,42;83,Silty Clay
653,327,Sipho's Farm 1,Northern Cape,38;26,Loamy
654,327,Sipho's Farm 2,Northern Cape,34;44,Red Loam
655,328,Tshepo's Farm 1,Free State,48;52,Alluvial Soil
656,328,Tshepo's Farm 2,Free State,39;51,Red Loam
657,329,Dineo's Farm 1,Eastern Cape,36;15,Alluvial Soil
658,329,Dineo's Farm 2,Eastern Cape,20;58,Black Cotton Soil
659,330,Lerato's Farm 1,Northern Cape,27;22,Loamy
660,330,Lerato's Farm 2,Northern Cape,33;39,Silty Clay
661,331,Lerato's Farm 1,Mpumalanga,47;95,Clay Loam
662,331,Lerato's Farm 2,Mpumalanga,25;78,Silty Clay
663,332,Ayanda's Farm 1,Free State,28;58,Red Loam
664,332,Ayanda's Farm 2,Free State,37;51,Loamy
665,333,Buhle's Farm 1,Eastern Cape,40;51,Clay Loam
666,333,Buhle's Farm 2,Eastern Cape,48;38,Red Loam
667,334,Tshepo's Farm 1,Mpumalanga,40;33,Red Loam
668,334,Tshepo's Farm 2,Mpumalanga,25;48,Black Cotton Soil
669,335,Thabo's Farm 1,Limpopo,25;8,Silty Clay
670,335,Thabo's Farm 2,Limpopo,31;19,Black Cotton Soil
671,336,Sibusiso's Farm 1,Gauteng,36;58,Clay Loam
672,336,Sibusiso's Farm 2,Gauteng,48;3,Red Loam
673,337,Tshepo's Farm 1,North West,44;25,Black Cotton Soil
674,337,Tshepo's Farm 2,North West,45;86,Clay Loam
675,338,Dineo's Farm 1,Eastern Cape,47;62,Black Cotton Soil
676,338,Dineo's Farm 2,Eastern Cape,38;77,Black Cotton Soil
677,339,Sipho's Farm 1,KZN,48;58,Red Loam
678,339,Sipho's Farm 2,KZN,22;41,Loamy
679,340,Sibusiso's Farm 1,Northern Cape,29;03,Silty Clay
680,340,Sibusiso's Farm 2,Northern Cape,46;54,Alluvial Soil
681,341,Sibusiso's Farm 1,Northern Cape,27;71,Black Cotton Soil
682,341,Sibusiso's Farm 2,Northern Cape,47;59,Red Loam
683,342,Ayanda's Farm 1,Gauteng,11;33,Alluvial Soil
684,342,Ayanda's Farm 2,Gauteng,48;59,Alluvial Soil
685,343,Dineo's Farm 1,Northern Cape,33;43,Red Loam
686,343,Dineo's Farm 2,Northern Cape,16;88,Loamy
687,344,Dineo's Farm 1,Eastern Cape,32;17,Loamy
688,344,Dineo's Farm 2,Eastern Cape,43;08,Red Loam
689,345,Dineo's Farm 1,Eastern Cape,24;13,Black Cotton Soil
690,345,Dineo's Farm 2,Eastern Cape,34;45,Alluvial Soil
691,346,Kagiso's Farm 1,Free State,46;58,Black Cotton Soil
692,346,Kagiso's Farm 2,Free State,14;3,Loamy
693,347,Thabo's Farm 1,Western Cape,32;67,Clay Loam
694,347,Thabo's Farm 2,Western Cape,41;98,Alluvial Soil
695,348,Nomsa's Farm 1,Limpopo,26;02,Clay Loam
696,348,Nomsa's Farm 2,Limpopo,12;08,Loamy
697,349,Lerato's Farm 1,KZN,27;15,Black Cotton Soil
698,349,Lerato's Farm 2,KZN,14;81,Loamy
699,350,Tshepo's Farm 1,KZN,22;35,Clay Loam
700,350,Tshepo's Farm 2,KZN,38;93,Alluvial Soil
701,351,Sipho's Farm 1,Western Cape,33;19,Alluvial Soil
702,351,Sipho's Farm 2,Western Cape,33;53,Clay Loam
703,352,Ayanda's Farm 1,Free State,26;98,Black Cotton Soil
704,352,Ayanda's Farm 2,Free State,14;2,Alluvial Soil
705,353,Lerato's Farm 1,North West,48;76,Black Cotton Soil
706,353,Lerato's Farm 2,North West,39;67,Alluvial Soil
707,354,Nomsa's Farm 1,KZN,39;69,Alluvial Soil
708,354,Nomsa's Farm 2,KZN,49;25,Alluvial Soil
709,355,Sipho's Farm 1,Free State,28;23,Red Loam
710,355,Sipho's Farm 2,Free State,14;41,Red Loam
711,356,Thabo's Farm 1,Northern Cape,16;98,Loamy
712,356,Thabo's Farm 2,Northern Cape,31;69,Clay Loam
713,357,Thabo's Farm 1,Western Cape,37;39,Loamy
714,357,Thabo's Farm 2,Western Cape,36;37,Alluvial Soil
715,358,Thabo's Farm 1,KZN,46;07,Red Loam
716,358,Thabo's Farm 2,KZN,25;66,Loamy
717,359,Dineo's Farm 1,Western Cape,46;59,Red Loam
718,359,Dineo's Farm 2,Western Cape,23;6,Alluvial Soil
719,360,Buhle's Farm 1,Limpopo,47;02,Alluvial Soil
720,360,Buhle's Farm 2,Limpopo,39;66,Alluvial Soil
721,361,Ayanda's Farm 1,Free State,17;82,Alluvial Soil
722,361,Ayanda's Farm 2,Free State,49;74,Red Loam
723,362,Sipho's Farm 1,Northern Cape,32;01,Clay Loam
724,362,Sipho's Farm 2,Northern Cape,21;98,Silty Clay
725,363,Sipho's Farm 1,Free State,36;12,Clay Loam
726,363,Sipho's Farm 2,Free State,35;82,Black Cotton Soil
727,364,Ayanda's Farm 1,Mpumalanga,16;8,Alluvial Soil
728,364,Ayanda's Farm 2,Mpumalanga,38;32,Black Cotton Soil
729,365,Kagiso's Farm 1,KZN,26;46,Clay Loam
730,365,Kagiso's Farm 2,KZN,30;76,Clay Loam
731,366,Buhle's Farm 1,KZN,48;87,Clay Loam
732,366,Buhle's Farm 2,KZN,11;64,Clay Loam
733,367,Buhle's Farm 1,Eastern Cape,18;74,Red Loam
734,367,Buhle's Farm 2,Eastern Cape,46;92,Loamy
735,368,Tshepo's Farm 1,Gauteng,36;14,Loamy
736,368,Tshepo's Farm 2,Gauteng,10;14,Black Cotton Soil
737,369,Dineo's Farm 1,Free State,11;29,Clay Loam
738,369,Dineo's Farm 2,Free State,31;49,Clay Loam
739,370,Lerato's Farm 1,KZN,10;35,Red Loam
740,370,Lerato's Farm 2,KZN,39;74,Silty Clay
741,371,Tshepo's Farm 1,KZN,43;24,Clay Loam
742,371,Tshepo's Farm 2,KZN,20;68,Red Loam
743,372,Sibusiso's Farm 1,KZN,13;2,Alluvial Soil
744,372,Sibusiso's Farm 2,KZN,46;11,Alluvial Soil
745,373,Sibusiso's Farm 1,Limpopo,10;84,Red Loam
746,373,Sibusiso's Farm 2,Limpopo,31;98,Black Cotton Soil
747,374,Sipho's Farm 1,Gauteng,25;39,Silty Clay
748,374,Sipho's Farm 2,Gauteng,48;55,Loamy
749,375,Sibusiso's Farm 1,North West,42;63,Red Loam
750,375,Sibusiso's Farm 2,North West,32;88,Alluvial Soil
751,376,Dineo's Farm 1,Eastern Cape,21;64,Clay Loam
752,376,Dineo's Farm 2,Eastern Cape,41;26,Black Cotton Soil
753,377,Sipho's Farm 1,Western Cape,17;51,Loamy
754,377,Sipho's Farm 2,Western Cape,30;11,Alluvial Soil
755,378,Sipho's Farm 1,KZN,28;12,Silty Clay
756,378,Sipho's Farm 2,KZN,32;76,Black Cotton Soil
757,379,Lerato's Farm 1,Western Cape,32;04,Loamy
758,379,Lerato's Farm 2,Western Cape,28;53,Red Loam
759,380,Dineo's Farm 1,Northern Cape,46;72,Clay Loam
760,380,Dineo's Farm 2,Northern Cape,16;53,Silty Clay
761,381,Ayanda's Farm 1,North West,40;64,Alluvial Soil
762,381,Ayanda's Farm 2,North West,49;7,Alluvial Soil
763,382,Tshepo's Farm 1,KZN,28;84,Silty Clay
764,382,Tshepo's Farm 2,KZN,16;68,Black Cotton Soil
765,383,Lerato's Farm 1,Free State,18;43,Black Cotton Soil
766,383,Lerato's Farm 2,Free State,30;07,Clay Loam
767,384,Sipho's Farm 1,Gauteng,17;19,Alluvial Soil
768,384,Sipho's Farm 2,Gauteng,17;18,Black Cotton Soil
769,385,Ayanda's Farm 1,North West,27;71,Black Cotton Soil
770,385,Ayanda's Farm 2,North West,30;91,Alluvial Soil
771,386,Sibusiso's Farm 1,North West,24;16,Alluvial Soil
772,386,Sibusiso's Farm 2,North West,28;86,Black Cotton Soil
773,387,Thabo's Farm 1,Gauteng,17;74,Alluvial Soil
774,387,Thabo's Farm 2,Gauteng,13;2,Silty Clay
775,388,Nomsa's Farm 1,Mpumalanga,49;37,Clay Loam
776,388,Nomsa's Farm 2,Mpumalanga,13;7,Silty Clay
777,389,Thabo's Farm 1,Eastern Cape,33;49,Clay Loam
778,389,Thabo's Farm 2,Eastern Cape,14;61,Clay Loam
779,390,Sipho's Farm 1,Gauteng,21;75,Alluvial Soil
780,390,Sipho's Farm 2,Gauteng,16;47,Red Loam
781,391,Sipho's Farm 1,KZN,47;07,Alluvial Soil
782,391,Sipho's Farm 2,KZN,41;38,Alluvial Soil
783,392,Ayanda's Farm 1,Gauteng,45;54,Clay Loam
784,392,Ayanda's Farm 2,Gauteng,29;2,Red Loam
785,393,Sipho's Farm 1,KZN,44;75,Alluvial Soil
786,393,Sipho's Farm 2,KZN,22;2,Clay Loam
787,394,Kagiso's Farm 1,Northern Cape,42;31,Clay Loam
788,394,Kagiso's Farm 2,Northern Cape,10;32,Alluvial Soil
789,395,Kagiso's Farm 1,Gauteng,31;08,Silty Clay
790,395,Kagiso's Farm 2,Gauteng,37;9,Black Cotton Soil
791,396,Thabo's Farm 1,KZN,21;71,Red Loam
792,396,Thabo's Farm 2,KZN,34;01,Alluvial Soil
793,397,Tshepo's Farm 1,KZN,27;37,Loamy
794,397,Tshepo's Farm 2,KZN,36;84,Alluvial Soil
795,398,Sipho's Farm 1,Free State,39;88,Alluvial Soil
796,398,Sipho's Farm 2,Free State,20;04,Black Cotton Soil
797,399,Lerato's Farm 1,Eastern Cape,28;9,Red Loam
798,399,Lerato's Farm 2,Eastern Cape,12;39,Silty Clay
799,400,Sibusiso's Farm 1,North West,14;92,Black Cotton Soil
800,400,Sibusiso's Farm 2,North West,39;69,Alluvial Soil
801,401,Kagiso's Farm 1,Limpopo,26;39,Silty Clay
802,401,Kagiso's Farm 2,Limpopo,28;71,Loamy
803,402,Thabo's Farm 1,Eastern Cape,46;45,Red Loam
804,402,Thabo's Farm 2,Eastern Cape,37;11,Silty Clay
805,403,Buhle's Farm 1,Eastern Cape,18;08,Clay Loam
806,403,Buhle's Farm 2,Eastern Cape,40;61,Alluvial Soil
807,404,Kagiso's Farm 1,Limpopo,17;72,Black Cotton Soil
808,404,Kagiso's Farm 2,Limpopo,30;89,Loamy
809,405,Sipho's Farm 1,Gauteng,22;71,Red Loam
810,405,Sipho's Farm 2,Gauteng,29;67,Alluvial Soil
811,406,Sibusiso's Farm 1,Gauteng,35;58,Black Cotton Soil
812,406,Sibusiso's Farm 2,Gauteng,47;66,Alluvial Soil
813,407,Tshepo's Farm 1,North West,36;7,Red Loam
814,407,Tshepo's Farm 2,North West,42;45,Loamy
815,408,Lerato's Farm 1,KZN,14;69,Black Cotton Soil
816,408,Lerato's Farm 2,KZN,39;43,Alluvial Soil
817,409,Ayanda's Farm 1,Mpumalanga,34;79,Red Loam
818,409,Ayanda's Farm 2,Mpumalanga,16;86,Alluvial Soil
819,410,Thabo's Farm 1,North West,24;51,Black Cotton Soil
820,410,Thabo's Farm 2,North West,13;33,Black Cotton Soil
821,411,Sibusiso's Farm 1,KZN,23;55,Clay Loam
822,411,Sibusiso's Farm 2,KZN,40;72,Silty Clay
823,412,Nomsa's Farm 1,Free State,14;87,Clay Loam
824,412,Nomsa's Farm 2,Free State,24;36,Alluvial Soil
825,413,Sibusiso's Farm 1,Western Cape,17;43,Alluvial Soil
826,413,Sibusiso's Farm 2,Western Cape,14;72,Clay Loam
827,414,Kagiso's Farm 1,Free State,12;15,Alluvial Soil
828,414,Kagiso's Farm 2,Free State,19;74,Alluvial Soil
829,415,Nomsa's Farm 1,Mpumalanga,27;99,Silty Clay
830,415,Nomsa's Farm 2,Mpumalanga,25;93,Loamy
831,416,Ayanda's Farm 1,North West,49;89,Black Cotton Soil
832,416,Ayanda's Farm 2,North West,21;73,Black Cotton Soil
833,417,Sibusiso's Farm 1,Western Cape,30;83,Red Loam
834,417,Sibusiso's Farm 2,Western Cape,22;49,Silty Clay
835,418,Sipho's Farm 1,Eastern Cape,26;36,Black Cotton Soil
836,418,Sipho's Farm 2,Eastern Cape,39;34,Red Loam
837,419,Thabo's Farm 1,Mpumalanga,38;27,Alluvial Soil
838,419,Thabo's Farm 2,Mpumalanga,31;33,Silty Clay
839,420,Ayanda's Farm 1,Northern Cape,39;69,Silty Clay
840,420,Ayanda's Farm 2,Northern Cape,44;39,Silty Clay
841,421,Sibusiso's Farm 1,Eastern Cape,25;75,Alluvial Soil
842,421,Sibusiso's Farm 2,Eastern Cape,46;57,Loamy
843,422,Kagiso's Farm 1,Northern Cape,28;17,Silty Clay
844,422,Kagiso's Farm 2,Northern Cape,47;12,Red Loam
845,423,Ayanda's Farm 1,KZN,32;83,Clay Loam
846,423,Ayanda's Farm 2,KZN,28;07,Alluvial Soil
847,424,Buhle's Farm 1,Gauteng,15;44,Alluvial Soil
848,424,Buhle's Farm 2,Gauteng,35;13,Red Loam
849,425,Lerato's Farm 1,Limpopo,48;7,Loamy
