HarvestID,CropID,HarvestDate,QuantityKg,QualityGrade
2374,2374,2025/02/28 00:00:00,636;65,C
2375,2375,2025/03/11 00:00:00,443;62,C
2376,2376,2023/12/07 00:00:00,294;18,B
2377,2377,2023/08/10 00:00:00,531;85,A
2378,2378,2024/02/24 00:00:00,613;50,B
2379,2379,2025/02/19 00:00:00,317;57,C
2380,2380,2024/03/16 00:00:00,543;73,C
2381,2381,2023/09/17 00:00:00,358;17,A
2382,2382,2024/11/19 00:00:00,637;01,C
2383,2383,2024/01/19 00:00:00,436;06,C
2384,2384,2024/12/18 00:00:00,239;01,A
2385,2385,2023/07/17 00:00:00,515;21,C
2386,2386,2023/05/05 00:00:00,399;46,C
2387,2387,2024/03/31 00:00:00,218;48,A
2388,2388,2023/11/20 00:00:00,410;34,B
2389,2389,2024/06/28 00:00:00,655;34,B
2390,2390,2023/12/21 00:00:00,608;44,B
2391,2391,2024/12/03 00:00:00,606;47,A
2392,2392,2024/08/21 00:00:00,621;97,B
2393,2393,2024/06/27 00:00:00,661;76,C
2394,2394,2024/10/15 00:00:00,329;36,B
2395,2395,2023/10/02 00:00:00,200;60,C
2396,2396,2024/01/27 00:00:00,267;30,C
2397,2397,2024/10/05 00:00:00,315;30,A
2398,2398,2025/03/05 00:00:00,495;78,A
2399,2399,2023/08/25 00:00:00,566;79,C
2400,2400,2024/09/15 00:00:00,341;39,B
2401,2401,2023/05/28 00:00:00,584;13,B
2402,2402,2024/01/12 00:00:00,337;64,B
2403,2403,2025/01/13 00:00:00,435;94,B
2404,2404,2024/04/11 00:00:00,490;53,B
2405,2405,2023/10/29 00:00:00,563;00,A
2406,2406,2024/09/17 00:00:00,459;38,C
2407,2407,2024/09/26 00:00:00,244;45,A
2408,2408,2024/08/12 00:00:00,278;38,A
2409,2409,2024/03/10 00:00:00,388;62,A
2410,2410,2023/09/18 00:00:00,591;49,C
2411,2411,2024/02/05 00:00:00,447;64,B
2412,2412,2024/07/31 00:00:00,316;10,C
2413,2413,2024/03/06 00:00:00,599;70,B
2414,2414,2024/03/28 00:00:00,499;29,C
2415,2415,2024/10/15 00:00:00,488;04,A
2416,2416,2024/08/17 00:00:00,621;60,A
2417,2417,2024/12/24 00:00:00,245;71,B
2418,2418,2024/10/14 00:00:00,609;57,A
2419,2419,2025/04/17 00:00:00,682;17,A
2420,2420,2024/10/23 00:00:00,244;71,B
2421,2421,2023/08/07 00:00:00,288;85,C
2422,2422,2023/08/21 00:00:00,545;60,C
2423,2423,2024/08/12 00:00:00,362;50,A
2424,2424,2024/04/26 00:00:00,649;25,A
2425,2425,2024/04/19 00:00:00,257;13,B
2426,2426,2024/03/17 00:00:00,582;32,B
2427,2427,2025/04/15 00:00:00,667;61,B
2428,2428,2023/09/23 00:00:00,656;90,A
2429,2429,2023/11/28 00:00:00,403;85,B
2430,2430,2024/03/01 00:00:00,576;91,A
2431,2431,2024/01/25 00:00:00,580;30,C
2432,2432,2023/05/22 00:00:00,660;00,B
2433,2433,2024/08/06 00:00:00,403;50,A
2434,2434,2023/12/11 00:00:00,584;76,C
2435,2435,2023/11/22 00:00:00,340;46,C
2436,2436,2024/11/22 00:00:00,256;19,A
2437,2437,2024/12/04 00:00:00,311;65,A
2438,2438,2025/01/12 00:00:00,467;84,C
2439,2439,2023/11/18 00:00:00,684;80,B
2440,2440,2024/10/04 00:00:00,430;83,B
2441,2441,2024/12/14 00:00:00,456;50,B
2442,2442,2023/06/16 00:00:00,525;84,A
2443,2443,2025/02/28 00:00:00,457;08,B
2444,2444,2023/05/23 00:00:00,328;63,B
2445,2445,2023/06/14 00:00:00,447;01,C
2446,2446,2024/03/24 00:00:00,582;68,B
2447,2447,2023/08/25 00:00:00,468;45,A
2448,2448,2024/06/19 00:00:00,601;87,B
2449,2449,2024/11/26 00:00:00,621;32,A
2450,2450,2024/08/02 00:00:00,371;99,C
2451,2451,2024/07/11 00:00:00,452;06,A
2452,2452,2025/02/19 00:00:00,624;81,A
2453,2453,2023/11/11 00:00:00,401;23,C
2454,2454,2024/01/31 00:00:00,298;77,C
2455,2455,2023/05/11 00:00:00,216;86,A
2456,2456,2024/08/08 00:00:00,268;92,C
2457,2457,2024/07/04 00:00:00,213;48,A
2458,2458,2024/09/09 00:00:00,473;69,A
2459,2459,2023/08/03 00:00:00,281;71,C
2460,2460,2024/06/18 00:00:00,666;53,C
2461,2461,2023/06/30 00:00:00,234;51,A
2462,2462,2025/04/25 00:00:00,293;54,B
2463,2463,2024/06/10 00:00:00,309;18,B
2464,2464,2024/08/08 00:00:00,474;82,A
2465,2465,2023/12/17 00:00:00,407;45,A
2466,2466,2023/11/23 00:00:00,645;00,C
2467,2467,2023/08/11 00:00:00,268;63,B
2468,2468,2024/04/07 00:00:00,210;81,A
2469,2469,2024/09/21 00:00:00,509;21,B
2470,2470,2023/11/10 00:00:00,529;39,C
2471,2471,2024/11/27 00:00:00,312;42,B
2472,2472,2024/05/21 00:00:00,444;14,A
2473,2473,2024/07/01 00:00:00,486;93,C
2474,2474,2023/08/18 00:00:00,424;38,A
2475,2475,2025/04/06 00:00:00,440;84,B
2476,2476,2023/09/01 00:00:00,299;58,C
2477,2477,2023/08/06 00:00:00,355;47,B
2478,2478,2023/07/03 00:00:00,664;85,A
2479,2479,2023/07/26 00:00:00,215;17,A
2480,2480,2023/08/25 00:00:00,656;10,C
2481,2481,2024/07/09 00:00:00,264;24,A
2482,2482,2024/10/24 00:00:00,350;84,C
2483,2483,2025/03/19 00:00:00,345;58,B
2484,2484,2023/06/16 00:00:00,594;61,B
2485,2485,2024/10/02 00:00:00,303;22,A
2486,2486,2024/04/07 00:00:00,537;07,B
2487,2487,2024/05/13 00:00:00,299;99,A
2488,2488,2024/03/18 00:00:00,579;90,B
2489,2489,2024/04/16 00:00:00,579;61,C
2490,2490,2024/01/21 00:00:00,697;69,B
2491,2491,2025/01/15 00:00:00,293;95,A
2492,2492,2023/06/06 00:00:00,556;28,C
2493,2493,2024/08/07 00:00:00,686;97,C
2494,2494,2023/12/14 00:00:00,407;33,C
2495,2495,2023/09/05 00:00:00,466;62,C
2496,2496,2023/10/09 00:00:00,332;63,B
2497,2497,2024/06/27 00:00:00,504;46,C
2498,2498,2024/02/09 00:00:00,553;79,A
2499,2499,2024/02/25 00:00:00,319;50,B
2500,2500,2024/08/09 00:00:00,210;84,A
2501,2501,2025/03/12 00:00:00,224;84,C
2502,2502,2024/12/08 00:00:00,251;19,A
2503,2503,2024/05/25 00:00:00,618;51,B
2504,2504,2024/11/14 00:00:00,591;95,A
2505,2505,2024/10/05 00:00:00,499;77,B
2506,2506,2025/02/09 00:00:00,448;69,A
2507,2507,2023/09/29 00:00:00,342;51,B
2508,2508,2024/01/05 00:00:00,488;95,C
2509,2509,2024/01/31 00:00:00,345;36,B
2510,2510,2023/05/21 00:00:00,643;34,B
2511,2511,2023/12/24 00:00:00,698;79,A
2512,2512,2023/11/10 00:00:00,215;39,B
2513,2513,2025/04/01 00:00:00,693;27,B
2514,2514,2023/06/02 00:00:00,216;68,A
2515,2515,2023/07/12 00:00:00,394;71,B
2516,2516,2023/11/15 00:00:00,344;67,A
2517,2517,2023/06/03 00:00:00,626;26,C
2518,2518,2024/01/05 00:00:00,364;89,A
2519,2519,2025/02/17 00:00:00,269;21,B
2520,2520,2024/01/25 00:00:00,233;35,B
2521,2521,2023/11/19 00:00:00,261;11,A
2522,2522,2025/01/22 00:00:00,289;19,A
2523,2523,2024/05/16 00:00:00,333;82,A
2524,2524,2025/04/01 00:00:00,226;50,A
2525,2525,2023/10/20 00:00:00,357;53,C
2526,2526,2023/12/21 00:00:00,665;42,C
2527,2527,2024/03/01 00:00:00,570;49,B
2528,2528,2024/09/20 00:00:00,282;02,A
2529,2529,2024/12/21 00:00:00,626;98,B
2530,2530,2023/07/23 00:00:00,321;68,B
2531,2531,2024/01/26 00:00:00,461;76,B
2532,2532,2023/05/20 00:00:00,612;26,A
2533,2533,2023/11/29 00:00:00,256;00,B
2534,2534,2023/05/12 00:00:00,351;80,B
2535,2535,2024/08/22 00:00:00,301;48,A
2536,2536,2024/08/03 00:00:00,574;63,C
2537,2537,2025/03/25 00:00:00,365;62,B
2538,2538,2025/04/12 00:00:00,331;41,C
2539,2539,2024/06/11 00:00:00,616;46,C
2540,2540,2025/03/25 00:00:00,286;90,C
2541,2541,2023/10/31 00:00:00,341;56,C
2542,2542,2024/02/13 00:00:00,695;97,B
2543,2543,2023/08/21 00:00:00,503;71,B
2544,2544,2023/06/05 00:00:00,395;29,A
2545,2545,2025/04/21 00:00:00,534;86,A
2546,2546,2025/02/11 00:00:00,424;60,B
2547,2547,2024/03/05 00:00:00,319;65,B
2548,2548,2024/08/13 00:00:00,646;78,B
2549,2549,2023/10/13 00:00:00,388;09,A
2550,2550,2025/01/27 00:00:00,209;94,C
2551,2551,2024/09/20 00:00:00,602;77,B
2552,2552,2023/08/06 00:00:00,636;61,A
2553,2553,2024/06/16 00:00:00,235;33,A
2554,2554,2024/02/27 00:00:00,454;90,A
2555,2555,2023/05/27 00:00:00,386;91,B
2556,2556,2025/03/17 00:00:00,302;73,C
2557,2557,2024/04/24 00:00:00,443;58,B
2558,2558,2024/09/07 00:00:00,308;89,B
2559,2559,2024/11/23 00:00:00,442;47,A
2560,2560,2023/11/03 00:00:00,426;93,B
2561,2561,2024/04/08 00:00:00,687;62,A
2562,2562,2024/10/24 00:00:00,590;78,C
2563,2563,2024/12/15 00:00:00,612;78,A
2564,2564,2024/02/28 00:00:00,484;38,C
2565,2565,2023/10/06 00:00:00,488;03,B
2566,2566,2024/02/02 00:00:00,410;33,C
2567,2567,2024/03/04 00:00:00,639;50,A
2568,2568,2025/03/04 00:00:00,235;93,C
2569,2569,2023/08/07 00:00:00,241;98,C
2570,2570,2023/12/16 00:00:00,449;43,B
2571,2571,2024/06/07 00:00:00,669;25,A
2572,2572,2025/04/28 00:00:00,621;03,A
2573,2573,2024/07/22 00:00:00,242;97,B
2574,2574,2024/03/20 00:00:00,695;15,C
2575,2575,2023/11/13 00:00:00,374;01,A
2576,2576,2024/05/16 00:00:00,280;21,A
2577,2577,2023/09/24 00:00:00,531;62,B
2578,2578,2024/03/25 00:00:00,663;29,C
2579,2579,2023/07/12 00:00:00,610;09,C
2580,2580,2023/09/14 00:00:00,307;38,C
2581,2581,2023/09/06 00:00:00,477;01,C
2582,2582,2023/08/30 00:00:00,547;65,C
2583,2583,2025/05/02 00:00:00,673;26,B
2584,2584,2025/02/07 00:00:00,238;04,A
2585,2585,2024/05/27 00:00:00,347;05,B
2586,2586,2024/08/05 00:00:00,441;18,B
2587,2587,2024/12/17 00:00:00,578;07,C
2588,2588,2023/11/04 00:00:00,562;61,C
2589,2589,2024/05/16 00:00:00,322;82,B
2590,2590,2023/06/26 00:00:00,612;81,A
2591,2591,2025/02/15 00:00:00,340;74,C
2592,2592,2024/04/23 00:00:00,408;71,A
2593,2593,2024/12/18 00:00:00,428;53,A
2594,2594,2023/10/21 00:00:00,226;29,B
2595,2595,2024/09/23 00:00:00,372;70,B
2596,2596,2025/03/20 00:00:00,630;60,A
2597,2597,2024/01/13 00:00:00,568;44,C
2598,2598,2024/12/18 00:00:00,665;31,A
2599,2599,2023/11/15 00:00:00,411;95,A
2600,2600,2024/09/20 00:00:00,378;01,B
2601,2601,2024/12/20 00:00:00,409;02,C
2602,2602,2025/01/16 00:00:00,489;61,C
2603,2603,2025/02/04 00:00:00,622;43,B
2604,2604,2023/05/10 00:00:00,382;52,C
2605,2605,2023/12/30 00:00:00,515;48,A
2606,2606,2024/08/14 00:00:00,436;10,B
2607,2607,2024/10/01 00:00:00,268;01,C
2608,2608,2024/09/19 00:00:00,458;69,C
2609,2609,2024/09/27 00:00:00,363;47,B
2610,2610,2023/10/12 00:00:00,349;64,B
2611,2611,2024/11/09 00:00:00,418;53,B
2612,2612,2024/07/30 00:00:00,634;90,C
2613,2613,2023/06/03 00:00:00,537;60,B
2614,2614,2025/02/22 00:00:00,598;21,A
2615,2615,2024/09/27 00:00:00,219;30,B
2616,2616,2024/10/15 00:00:00,416;07,A
2617,2617,2024/03/28 00:00:00,261;50,A
2618,2618,2023/10/12 00:00:00,656;70,B
2619,2619,2024/09/07 00:00:00,258;10,B
2620,2620,2025/04/08 00:00:00,401;99,C
2621,2621,2025/02/12 00:00:00,667;22,B
2622,2622,2025/04/05 00:00:00,645;92,A
2623,2623,2023/12/17 00:00:00,640;91,B
2624,2624,2023/07/18 00:00:00,693;14,C
2625,2625,2025/02/12 00:00:00,291;31,A
2626,2626,2025/04/01 00:00:00,633;59,C
2627,2627,2024/01/03 00:00:00,593;22,C
2628,2628,2023/11/26 00:00:00,279;62,C
2629,2629,2025/02/05 00:00:00,652;65,B
2630,2630,2024/04/30 00:00:00,268;21,B
2631,2631,2024/12/09 00:00:00,615;34,A
2632,2632,2024/09/30 00:00:00,527;72,A
2633,2633,2023/11/15 00:00:00,519;21,A
2634,2634,2024/03/04 00:00:00,309;07,C
2635,2635,2024/11/22 00:00:00,684;97,A
2636,2636,2024/10/21 00:00:00,571;20,C
2637,2637,2023/08/21 00:00:00,221;25,B
2638,2638,2023/05/31 00:00:00,556;29,A
2639,2639,2024/11/03 00:00:00,530;71,B
2640,2640,2024/06/12 00:00:00,229;13,A
2641,2641,2023/07/18 00:00:00,386;88,C
2642,2642,2023/06/25 00:00:00,636;76,C
2643,2643,2024/02/14 00:00:00,531;95,B
2644,2644,2024/09/04 00:00:00,386;73,B
2645,2645,2023/07/08 00:00:00,235;04,A
2646,2646,2024/12/12 00:00:00,500;53,B
2647,2647,2023/08/13 00:00:00,434;69,C
2648,2648,2023/09/03 00:00:00,699;63,B
2649,2649,2024/07/12 00:00:00,551;56,C
2650,2650,2024/12/26 00:00:00,518;22,B
2651,2651,2023/06/19 00:00:00,350;95,A
2652,2652,2024/01/10 00:00:00,641;81,A
2653,2653,2025/04/21 00:00:00,364;80,A
2654,2654,2023/12/05 00:00:00,667;46,A
2655,2655,2025/02/13 00:00:00,698;20,A
2656,2656,2024/01/27 00:00:00,301;67,A
2657,2657,2024/07/05 00:00:00,490;44,C
2658,2658,2025/02/14 00:00:00,255;52,C
2659,2659,2024/11/30 00:00:00,417;69,C
2660,2660,2024/07/23 00:00:00,418;00,A
2661,2661,2023/05/19 00:00:00,669;42,C
2662,2662,2024/03/08 00:00:00,618;31,C
2663,2663,2024/01/14 00:00:00,404;97,A
2664,2664,2023/05/08 00:00:00,325;87,A
2665,2665,2024/09/07 00:00:00,435;03,A
2666,2666,2025/03/20 00:00:00,387;69,C
2667,2667,2024/12/23 00:00:00,679;26,B
2668,2668,2024/08/29 00:00:00,626;62,A
2669,2669,2023/07/12 00:00:00,229;64,C
2670,2670,2024/05/23 00:00:00,518;49,B
2671,2671,2025/04/14 00:00:00,459;89,A
2672,2672,2024/01/12 00:00:00,408;81,C
2673,2673,2023/09/15 00:00:00,622;65,A
2674,2674,2025/04/22 00:00:00,648;09,B
2675,2675,2025/03/28 00:00:00,604;06,A
2676,2676,2023/08/11 00:00:00,295;09,A
2677,2677,2023/08/02 00:00:00,377;98,B
2678,2678,2024/09/18 00:00:00,515;35,B
2679,2679,2024/04/04 00:00:00,321;48,C
2680,2680,2024/08/11 00:00:00,580;83,A
2681,2681,2023/05/10 00:00:00,647;16,C
2682,2682,2024/08/21 00:00:00,623;53,C
2683,2683,2023/09/28 00:00:00,552;68,B
2684,2684,2023/09/18 00:00:00,375;91,A
2685,2685,2023/05/26 00:00:00,264;02,C
2686,2686,2024/04/10 00:00:00,614;26,C
2687,2687,2024/10/29 00:00:00,225;94,C
2688,2688,2024/08/21 00:00:00,531;96,C
2689,2689,2024/07/20 00:00:00,393;26,C
2690,2690,2024/03/03 00:00:00,238;00,A
2691,2691,2024/04/01 00:00:00,384;58,C
2692,2692,2024/11/21 00:00:00,357;62,B
2693,2693,2025/04/09 00:00:00,648;43,B
2694,2694,2024/10/17 00:00:00,456;75,B
2695,2695,2025/02/09 00:00:00,629;01,B
2696,2696,2024/04/26 00:00:00,225;62,A
2697,2697,2024/12/08 00:00:00,670;13,B
2698,2698,2024/05/10 00:00:00,511;76,C
2699,2699,2023/11/06 00:00:00,304;64,B
2700,2700,2024/12/04 00:00:00,341;98,B
2701,2701,2023/09/26 00:00:00,669;45,C
2702,2702,2024/06/14 00:00:00,380;04,C
2703,2703,2024/05/27 00:00:00,341;47,B
2704,2704,2023/10/04 00:00:00,681;20,B
2705,2705,2023/07/10 00:00:00,594;41,C
2706,2706,2024/12/10 00:00:00,255;63,B
2707,2707,2023/05/27 00:00:00,643;15,B
2708,2708,2024/09/19 00:00:00,547;55,A
2709,2709,2024/12/19 00:00:00,448;17,B
2710,2710,2025/01/28 00:00:00,206;26,B
2711,2711,2023/09/15 00:00:00,610;18,C
2712,2712,2023/09/24 00:00:00,317;07,C
2713,2713,2025/01/26 00:00:00,582;81,C
2714,2714,2023/11/07 00:00:00,596;60,B
2715,2715,2024/02/13 00:00:00,347;32,C
2716,2716,2024/08/18 00:00:00,536;61,C
2717,2717,2023/06/10 00:00:00,481;66,B
2718,2718,2025/04/06 00:00:00,290;16,B
2719,2719,2024/09/04 00:00:00,401;77,A
2720,2720,2024/10/06 00:00:00,237;83,B
2721,2721,2023/09/06 00:00:00,399;35,A
2722,2722,2023/12/15 00:00:00,558;49,A
2723,2723,2025/03/06 00:00:00,322;10,B
2724,2724,2024/10/19 00:00:00,305;33,A
2725,2725,2024/06/09 00:00:00,638;81,B
2726,2726,2024/05/20 00:00:00,305;93,C
2727,2727,2024/12/20 00:00:00,447;85,C
2728,2728,2024/09/15 00:00:00,545;53,A
2729,2729,2024/11/07 00:00:00,484;94,B
2730,2730,2024/05/17 00:00:00,312;82,B
2731,2731,2024/08/21 00:00:00,531;76,B
2732,2732,2024/08/19 00:00:00,271;58,C
2733,2733,2024/06/07 00:00:00,237;49,A
2734,2734,2024/08/27 00:00:00,616;17,A
2735,2735,2024/05/07 00:00:00,431;06,A
2736,2736,2024/02/08 00:00:00,563;57,A
2737,2737,2024/04/23 00:00:00,406;40,B
2738,2738,2024/05/20 00:00:00,672;78,C
2739,2739,2025/02/20 00:00:00,264;52,A
2740,2740,2023/08/04 00:00:00,464;18,A
2741,2741,2023/05/24 00:00:00,460;45,B
2742,2742,2023/06/09 00:00:00,500;76,C
2743,2743,2023/11/30 00:00:00,571;93,C
2744,2744,2024/11/01 00:00:00,391;29,B
2745,2745,2024/09/04 00:00:00,636;77,A
2746,2746,2025/03/02 00:00:00,697;64,C
2747,2747,2024/12/01 00:00:00,249;17,B
2748,2748,2024/08/28 00:00:00,588;30,C
2749,2749,2025/02/10 00:00:00,666;27,C
2750,2750,2024/04/26 00:00:00,217;41,A
2751,2751,2025/01/19 00:00:00,611;61,C
2752,2752,2025/04/14 00:00:00,617;84,C
2753,2753,2023/09/17 00:00:00,582;85,A
2754,2754,2024/02/08 00:00:00,354;00,C
2755,2755,2024/04/07 00:00:00,697;07,C
2756,2756,2024/07/06 00:00:00,681;91,B
2757,2757,2024/08/21 00:00:00,229;57,A
2758,2758,2024/09/17 00:00:00,215;24,A
2759,2759,2024/12/21 00:00:00,640;86,B
2760,2760,2025/02/27 00:00:00,244;62,A
2761,2761,2023/08/08 00:00:00,625;21,A
2762,2762,2023/11/15 00:00:00,424;09,B
2763,2763,2025/04/20 00:00:00,267;33,C
2764,2764,2024/12/06 00:00:00,237;01,C
2765,2765,2024/11/29 00:00:00,597;90,A
2766,2766,2023/09/19 00:00:00,606;06,A
2767,2767,2023/07/01 00:00:00,244;75,B
2768,2768,2024/06/30 00:00:00,343;41,B
2769,2769,2025/01/16 00:00:00,529;87,C
2770,2770,2024/12/11 00:00:00,218;06,C
2771,2771,2024/05/03 00:00:00,522;21,B
2772,2772,2024/08/28 00:00:00,514;74,C
2773,2773,2024/07/24 00:00:00,261;82,B
2774,2774,2024/05/30 00:00:00,578;44,C
2775,2775,2024/12/02 00:00:00,446;90,B
2776,2776,2023/12/06 00:00:00,216;87,B
2777,2777,2023/12/01 00:00:00,597;32,C
2778,2778,2024/03/15 00:00:00,280;40,B
2779,2779,2024/07/24 00:00:00,420;39,B
2780,2780,2024/05/11 00:00:00,506;52,C
2781,2781,2024/08/23 00:00:00,682;74,B
2782,2782,2024/02/18 00:00:00,263;75,C
2783,2783,2024/07/12 00:00:00,267;13,C
2784,2784,2023/08/04 00:00:00,378;02,B
2785,2785,2025/04/01 00:00:00,614;38,B
2786,2786,2025/03/08 00:00:00,454;20,A
2787,2787,2023/12/21 00:00:00,352;62,B
2788,2788,2025/01/05 00:00:00,439;07,B
2789,2789,2024/11/15 00:00:00,489;62,B
2790,2790,2024/11/08 00:00:00,325;52,B
2791,2791,2023/10/08 00:00:00,277;11,A
2792,2792,2025/02/05 00:00:00,397;37,A
2793,2793,2023/12/09 00:00:00,698;19,A
2794,2794,2023/12/12 00:00:00,425;25,A
2795,2795,2023/07/14 00:00:00,378;18,C
2796,2796,2023/05/21 00:00:00,295;58,A
2797,2797,2024/10/02 00:00:00,320;40,A
2798,2798,2024/05/28 00:00:00,569;44,A
2799,2799,2024/05/24 00:00:00,365;88,B
2800,2800,2025/03/09 00:00:00,596;44,B
2801,2801,2024/09/30 00:00:00,296;85,A
2802,2802,2023/08/08 00:00:00,277;00,A
2803,2803,2023/08/10 00:00:00,250;04,A
2804,2804,2025/04/30 00:00:00,342;98,B
2805,2805,2024/10/25 00:00:00,417;07,C
2806,2806,2025/03/03 00:00:00,217;63,C
2807,2807,2025/02/25 00:00:00,304;98,A
2808,2808,2024/07/03 00:00:00,550;18,C
2809,2809,2024/07/28 00:00:00,212;37,C
2810,2810,2024/11/02 00:00:00,683;83,C
2811,2811,2023/05/30 00:00:00,334;08,A
2812,2812,2024/03/17 00:00:00,292;81,A
2813,2813,2023/11/09 00:00:00,303;70,A
2814,2814,2024/08/24 00:00:00,593;54,A
2815,2815,2024/04/03 00:00:00,523;00,A
2816,2816,2023/07/06 00:00:00,229;69,C
2817,2817,2023/10/02 00:00:00,564;07,C
2818,2818,2025/03/09 00:00:00,395;61,C
2819,2819,2024/06/30 00:00:00,668;63,A
2820,2820,2024/07/19 00:00:00,243;62,C
2821,2821,2024/03/28 00:00:00,667;49,A
2822,2822,2024/12/04 00:00:00,571;55,B
2823,2823,2023/05/12 00:00:00,518;54,A
2824,2824,2024/06/14 00:00:00,694;39,A
2825,2825,2023/10/24 00:00:00,440;59,C
2826,2826,2023/10/16 00:00:00,300;11,B
2827,2827,2025/04/09 00:00:00,548;89,C
2828,2828,2023/05/19 00:00:00,268;41,A
2829,2829,2024/08/14 00:00:00,214;63,C
2830,2830,2023/10/02 00:00:00,643;93,C
2831,2831,2025/05/01 00:00:00,309;38,A
2832,2832,2023/07/29 00:00:00,581;89,A
2833,2833,2023/07/18 00:00:00,555;14,A
2834,2834,2023/07/17 00:00:00,295;81,B
2835,2835,2024/09/19 00:00:00,518;44,C
2836,2836,2024/01/19 00:00:00,668;49,C
2837,2837,2023/10/02 00:00:00,626;48,C
2838,2838,2023/06/28 00:00:00,689;17,A
2839,2839,2024/11/27 00:00:00,417;85,B
2840,2840,2024/09/10 00:00:00,459;68,C
2841,2841,2024/03/28 00:00:00,360;44,B
2842,2842,2024/12/01 00:00:00,521;26,C
2843,2843,2024/02/03 00:00:00,226;48,C
2844,2844,2023/07/08 00:00:00,308;01,C
2845,2845,2024/08/31 00:00:00,554;63,B
2846,2846,2024/03/18 00:00:00,655;03,C
2847,2847,2024/02/18 00:00:00,405;81,A
2848,2848,2024/09/19 00:00:00,585;89,C
2849,2849,2024/09/15 00:00:00,338;48,B
2850,2850,2024/03/09 00:00:00,638;22,B
2851,2851,2024/09/17 00:00:00,239;88,B
2852,2852,2024/01/25 00:00:00,487;91,C
2853,2853,2023/12/07 00:00:00,663;85,B
2854,2854,2023/09/21 00:00:00,469;32,C
2855,2855,2024/12/06 00:00:00,650;60,C
2856,2856,2025/04/10 00:00:00,489;60,B
2857,2857,2024/10/03 00:00:00,439;10,C
2858,2858,2024/03/28 00:00:00,434;78,B
2859,2859,2025/04/01 00:00:00,459;86,C
2860,2860,2024/02/16 00:00:00,264;00,A
2861,2861,2025/03/07 00:00:00,652;71,B
2862,2862,2024/10/26 00:00:00,527;30,A
2863,2863,2024/05/15 00:00:00,625;49,C
2864,2864,2024/08/10 00:00:00,356;82,B
2865,2865,2024/12/12 00:00:00,302;67,A
2866,2866,2024/01/30 00:00:00,675;23,C
2867,2867,2024/09/19 00:00:00,561;23,A
2868,2868,2025/01/28 00:00:00,628;12,C
2869,2869,2024/07/15 00:00:00,699;29,C
2870,2870,2024/08/04 00:00:00,626;82,B
2871,2871,2024/01/04 00:00:00,264;58,B
2872,2872,2025/02/01 00:00:00,673;69,C
2873,2873,2024/11/23 00:00:00,598;57,B
2874,2874,2024/09/14 00:00:00,430;74,B
2875,2875,2023/09/29 00:00:00,613;62,A
2876,2876,2023/06/19 00:00:00,326;50,A
2877,2877,2023/10/10 00:00:00,417;07,C
2878,2878,2024/09/01 00:00:00,505;10,C
2879,2879,2024/01/11 00:00:00,685;15,A
2880,2880,2023/08/27 00:00:00,634;59,C
2881,2881,2024/02/24 00:00:00,280;66,C
2882,2882,2025/02/10 00:00:00,457;66,C
2883,2883,2025/01/08 00:00:00,679;47,C
2884,2884,2023/11/25 00:00:00,553;94,B
2885,2885,2024/01/22 00:00:00,247;81,C
2886,2886,2024/10/22 00:00:00,522;89,B
2887,2887,2024/05/23 00:00:00,264;41,B
2888,2888,2024/10/29 00:00:00,656;66,B
2889,2889,2023/04/28 00:00:00,397;83,C
2890,2890,2023/09/11 00:00:00,431;70,B
2891,2891,2024/01/19 00:00:00,467;91,C
2892,2892,2024/01/19 00:00:00,564;46,A
2893,2893,2024/03/27 00:00:00,676;30,B
2894,2894,2023/10/13 00:00:00,419;71,C
2895,2895,2024/10/14 00:00:00,396;77,A
2896,2896,2024/09/21 00:00:00,562;83,C
2897,2897,2023/11/08 00:00:00,226;60,C
2898,2898,2024/10/01 00:00:00,408;33,A
2899,2899,2023/07/19 00:00:00,690;02,A
2900,2900,2023/08/01 00:00:00,620;47,A
2901,2901,2024/07/13 00:00:00,585;91,C
2902,2902,2024/05/21 00:00:00,382;07,A
2903,2903,2024/05/02 00:00:00,440;82,B
2904,2904,2023/08/19 00:00:00,282;85,C
2905,2905,2023/07/14 00:00:00,660;32,A
2906,2906,2024/01/29 00:00:00,370;53,A
2907,2907,2023/05/14 00:00:00,625;93,B
2908,2908,2023/05/23 00:00:00,397;30,A
2909,2909,2024/12/29 00:00:00,326;79,B
2910,2910,2024/05/21 00:00:00,571;49,A
2911,2911,2023/08/06 00:00:00,333;11,C
2912,2912,2023/09/14 00:00:00,240;46,C
2913,2913,2024/03/25 00:00:00,223;98,C
2914,2914,2023/05/21 00:00:00,472;08,A
2915,2915,2024/12/18 00:00:00,266;68,C
2916,2916,2024/09/19 00:00:00,415;01,A
2917,2917,2023/11/20 00:00:00,206;90,B
2918,2918,2023/06/29 00:00:00,499;73,B
2919,2919,2023/12/27 00:00:00,444;88,C
2920,2920,2024/11/18 00:00:00,498;14,A
2921,2921,2024/06/26 00:00:00,445;12,B
2922,2922,2023/05/25 00:00:00,683;93,A
2923,2923,2023/12/28 00:00:00,589;24,B
2924,2924,2025/03/27 00:00:00,615;73,B
2925,2925,2024/07/09 00:00:00,464;32,A
2926,2926,2023/06/15 00:00:00,646;55,B
2927,2927,2024/06/11 00:00:00,454;41,B
2928,2928,2024/11/25 00:00:00,612;64,C
2929,2929,2024/03/06 00:00:00,653;05,B
2930,2930,2024/09/15 00:00:00,202;84,B
2931,2931,2024/07/14 00:00:00,255;74,C
