LivestockWeightID,LivestockID,RecordedOn,WeightKg
6383,1277,2020/12/13 00:00:00,49;20
6384,1277,2021/01/13 00:00:00,209;54
6385,1277,2021/02/13 00:00:00,212;32
6386,1278,2022/02/17 00:00:00,39;12
6387,1278,2022/03/17 00:00:00,291;60
6388,1278,2022/04/17 00:00:00,227;96
6389,1278,2022/05/17 00:00:00,151;20
6390,1278,2022/06/17 00:00:00,115;25
6391,1279,2022/05/15 00:00:00,30;75
6392,1279,2022/06/15 00:00:00,103;98
6393,1279,2022/07/15 00:00:00,158;12
6394,1279,2022/08/15 00:00:00,286;72
6395,1279,2022/09/15 00:00:00,184;18
6396,1280,2022/01/13 00:00:00,224;50
6397,1280,2022/02/13 00:00:00,166;33
6398,1280,2022/03/13 00:00:00,298;88
6399,1280,2022/04/13 00:00:00,193;58
6400,1280,2022/05/13 00:00:00,31;60
6401,1281,2020/11/06 00:00:00,42;20
6402,1281,2020/12/06 00:00:00,95;90
6403,1281,2021/01/06 00:00:00,162;09
6404,1281,2021/02/06 00:00:00,323;69
6405,1281,2021/03/06 00:00:00,129;84
6406,1282,2021/10/24 00:00:00,279;18
6407,1282,2021/11/24 00:00:00,180;83
6408,1282,2021/12/24 00:00:00,138;78
6409,1282,2022/01/24 00:00:00,117;79
6410,1282,2022/02/24 00:00:00,302;06
6411,1283,2023/11/19 00:00:00,293;41
6412,1283,2023/12/19 00:00:00,74;40
6413,1283,2024/01/19 00:00:00,42;55
6414,1283,2024/02/19 00:00:00,164;68
6415,1283,2024/03/19 00:00:00,57;29
6416,1284,2021/12/01 00:00:00,255;58
6417,1284,2022/01/01 00:00:00,191;32
6418,1284,2022/02/01 00:00:00,272;73
6419,1284,2022/03/01 00:00:00,112;40
6420,1284,2022/04/01 00:00:00,208;64
6421,1285,2020/09/22 00:00:00,184;07
6422,1285,2020/10/22 00:00:00,321;57
6423,1285,2020/11/22 00:00:00,41;56
6424,1285,2020/12/22 00:00:00,189;90
6425,1285,2021/01/22 00:00:00,141;73
6426,1286,2022/03/22 00:00:00,106;90
6427,1286,2022/04/22 00:00:00,112;77
6428,1286,2022/05/22 00:00:00,71;65
6429,1286,2022/06/22 00:00:00,275;99
6430,1286,2022/07/22 00:00:00,256;37
6431,1287,2021/04/09 00:00:00,243;35
6432,1287,2021/05/09 00:00:00,206;38
6433,1287,2021/06/09 00:00:00,279;37
6434,1287,2021/07/09 00:00:00,86;64
6435,1287,2021/08/09 00:00:00,313;94
6436,1288,2022/08/02 00:00:00,298;33
6437,1288,2022/09/02 00:00:00,61;16
6438,1288,2022/10/02 00:00:00,55;51
6439,1288,2022/11/02 00:00:00,109;70
6440,1288,2022/12/02 00:00:00,263;15
6441,1289,2024/03/23 00:00:00,188;29
6442,1289,2024/04/23 00:00:00,182;82
6443,1289,2024/05/23 00:00:00,140;17
6444,1289,2024/06/23 00:00:00,179;14
6445,1289,2024/07/23 00:00:00,151;84
6446,1290,2023/09/18 00:00:00,286;35
6447,1290,2023/10/18 00:00:00,91;44
6448,1290,2023/11/18 00:00:00,323;44
6449,1290,2023/12/18 00:00:00,259;43
6450,1290,2024/01/18 00:00:00,258;59
6451,1291,2023/01/05 00:00:00,63;18
6452,1291,2023/02/05 00:00:00,223;61
6453,1291,2023/03/05 00:00:00,216;47
6454,1291,2023/04/05 00:00:00,314;94
6455,1291,2023/05/05 00:00:00,177;53
6456,1292,2023/01/16 00:00:00,50;63
6457,1292,2023/02/16 00:00:00,84;34
6458,1292,2023/03/16 00:00:00,302;20
6459,1292,2023/04/16 00:00:00,211;96
6460,1292,2023/05/16 00:00:00,52;94
6461,1293,2021/12/06 00:00:00,196;41
6462,1293,2022/01/06 00:00:00,139;18
6463,1293,2022/02/06 00:00:00,192;79
6464,1293,2022/03/06 00:00:00,191;43
6465,1293,2022/04/06 00:00:00,88;71
6466,1294,2023/07/15 00:00:00,117;03
6467,1294,2023/08/15 00:00:00,125;03
6468,1294,2023/09/15 00:00:00,285;90
6469,1294,2023/10/15 00:00:00,180;74
6470,1294,2023/11/15 00:00:00,88;96
6471,1295,2020/11/19 00:00:00,224;42
6472,1295,2020/12/19 00:00:00,165;81
6473,1295,2021/01/19 00:00:00,193;02
6474,1295,2021/02/19 00:00:00,179;26
6475,1295,2021/03/19 00:00:00,50;35
6476,1296,2020/11/12 00:00:00,31;25
6477,1296,2020/12/12 00:00:00,211;40
6478,1296,2021/01/12 00:00:00,192;42
6479,1296,2021/02/12 00:00:00,68;06
6480,1296,2021/03/12 00:00:00,185;37
6481,1297,2023/08/08 00:00:00,45;46
6482,1297,2023/09/08 00:00:00,119;33
6483,1297,2023/10/08 00:00:00,142;22
6484,1297,2023/11/08 00:00:00,47;39
6485,1297,2023/12/08 00:00:00,223;19
6486,1298,2023/02/06 00:00:00,49;75
6487,1298,2023/03/06 00:00:00,319;91
6488,1298,2023/04/06 00:00:00,294;43
6489,1298,2023/05/06 00:00:00,239;11
6490,1298,2023/06/06 00:00:00,293;31
6491,1299,2023/01/25 00:00:00,243;99
6492,1299,2023/02/25 00:00:00,88;97
6493,1299,2023/03/25 00:00:00,173;55
6494,1299,2023/04/25 00:00:00,86;77
6495,1299,2023/05/25 00:00:00,96;74
6496,1300,2021/01/27 00:00:00,79;11
6497,1300,2021/02/27 00:00:00,320;03
6498,1300,2021/03/27 00:00:00,278;74
6499,1300,2021/04/27 00:00:00,120;43
6500,1300,2021/05/27 00:00:00,64;80
6501,1301,2023/03/05 00:00:00,191;33
6502,1301,2023/04/05 00:00:00,135;54
6503,1301,2023/05/05 00:00:00,172;70
6504,1301,2023/06/05 00:00:00,200;46
6505,1301,2023/07/05 00:00:00,64;17
6506,1302,2020/04/03 00:00:00,227;37
6507,1302,2020/05/03 00:00:00,60;59
6508,1302,2020/06/03 00:00:00,67;22
6509,1302,2020/07/03 00:00:00,294;59
6510,1302,2020/08/03 00:00:00,176;28
6511,1303,2020/08/18 00:00:00,169;23
6512,1303,2020/09/18 00:00:00,221;92
6513,1303,2020/10/18 00:00:00,264;14
6514,1303,2020/11/18 00:00:00,56;59
6515,1303,2020/12/18 00:00:00,37;48
6516,1304,2020/09/08 00:00:00,107;07
6517,1304,2020/10/08 00:00:00,326;96
6518,1304,2020/11/08 00:00:00,175;40
6519,1304,2020/12/08 00:00:00,298;24
6520,1304,2021/01/08 00:00:00,68;96
6521,1305,2023/04/02 00:00:00,127;12
6522,1305,2023/05/02 00:00:00,160;60
6523,1305,2023/06/02 00:00:00,76;79
6524,1305,2023/07/02 00:00:00,217;43
6525,1305,2023/08/02 00:00:00,174;98
6526,1306,2021/12/16 00:00:00,165;45
6527,1306,2022/01/16 00:00:00,322;26
6528,1306,2022/02/16 00:00:00,136;25
6529,1306,2022/03/16 00:00:00,112;52
6530,1306,2022/04/16 00:00:00,301;24
6531,1307,2021/11/22 00:00:00,41;21
6532,1307,2021/12/22 00:00:00,262;65
6533,1307,2022/01/22 00:00:00,101;99
6534,1307,2022/02/22 00:00:00,33;26
6535,1307,2022/03/22 00:00:00,324;05
6536,1308,2020/06/22 00:00:00,239;92
6537,1308,2020/07/22 00:00:00,276;63
6538,1308,2020/08/22 00:00:00,271;76
6539,1308,2020/09/22 00:00:00,313;22
6540,1308,2020/10/22 00:00:00,325;82
6541,1309,2023/01/17 00:00:00,319;16
6542,1309,2023/02/17 00:00:00,282;69
6543,1309,2023/03/17 00:00:00,329;84
6544,1309,2023/04/17 00:00:00,92;83
6545,1309,2023/05/17 00:00:00,154;08
6546,1310,2021/05/02 00:00:00,52;06
6547,1310,2021/06/02 00:00:00,154;83
6548,1310,2021/07/02 00:00:00,146;96
6549,1310,2021/08/02 00:00:00,79;29
6550,1310,2021/09/02 00:00:00,319;67
6551,1311,2022/10/10 00:00:00,82;15
6552,1311,2022/11/10 00:00:00,174;64
6553,1311,2022/12/10 00:00:00,310;50
6554,1311,2023/01/10 00:00:00,81;47
6555,1311,2023/02/10 00:00:00,267;68
6556,1312,2023/02/13 00:00:00,60;72
6557,1312,2023/03/13 00:00:00,88;75
6558,1312,2023/04/13 00:00:00,285;27
6559,1312,2023/05/13 00:00:00,55;48
6560,1312,2023/06/13 00:00:00,228;72
6561,1313,2021/09/23 00:00:00,235;11
6562,1313,2021/10/23 00:00:00,254;33
6563,1313,2021/11/23 00:00:00,284;70
6564,1313,2021/12/23 00:00:00,323;35
6565,1313,2022/01/23 00:00:00,165;07
6566,1314,2021/11/15 00:00:00,236;58
6567,1314,2021/12/15 00:00:00,149;94
6568,1314,2022/01/15 00:00:00,260;88
6569,1314,2022/02/15 00:00:00,62;55
6570,1314,2022/03/15 00:00:00,127;55
6571,1315,2023/12/27 00:00:00,160;44
6572,1315,2024/01/27 00:00:00,85;19
6573,1315,2024/02/27 00:00:00,192;18
6574,1315,2024/03/27 00:00:00,302;42
6575,1315,2024/04/27 00:00:00,79;80
6576,1316,2020/09/04 00:00:00,174;43
6577,1316,2020/10/04 00:00:00,160;77
6578,1316,2020/11/04 00:00:00,313;96
6579,1316,2020/12/04 00:00:00,93;35
6580,1316,2021/01/04 00:00:00,152;92
6581,1317,2020/12/19 00:00:00,40;62
6582,1317,2021/01/19 00:00:00,205;30
6583,1317,2021/02/19 00:00:00,86;96
6584,1317,2021/03/19 00:00:00,122;85
6585,1317,2021/04/19 00:00:00,249;09
6586,1318,2022/07/08 00:00:00,196;58
6587,1318,2022/08/08 00:00:00,282;15
6588,1318,2022/09/08 00:00:00,50;52
6589,1318,2022/10/08 00:00:00,95;58
6590,1318,2022/11/08 00:00:00,293;32
6591,1319,2020/12/20 00:00:00,181;18
6592,1319,2021/01/20 00:00:00,321;36
6593,1319,2021/02/20 00:00:00,246;28
6594,1319,2021/03/20 00:00:00,114;50
6595,1319,2021/04/20 00:00:00,120;71
6596,1320,2021/03/12 00:00:00,94;83
6597,1320,2021/04/12 00:00:00,328;00
6598,1320,2021/05/12 00:00:00,36;49
6599,1320,2021/06/12 00:00:00,257;77
6600,1320,2021/07/12 00:00:00,247;50
6601,1321,2023/10/25 00:00:00,232;13
6602,1321,2023/11/25 00:00:00,223;96
6603,1321,2023/12/25 00:00:00,114;41
6604,1321,2024/01/25 00:00:00,281;74
6605,1321,2024/02/25 00:00:00,189;23
6606,1322,2020/10/25 00:00:00,326;96
6607,1322,2020/11/25 00:00:00,312;46
6608,1322,2020/12/25 00:00:00,38;08
6609,1322,2021/01/25 00:00:00,31;66
6610,1322,2021/02/25 00:00:00,123;25
6611,1323,2020/12/12 00:00:00,229;96
6612,1323,2021/01/12 00:00:00,104;79
6613,1323,2021/02/12 00:00:00,221;92
6614,1323,2021/03/12 00:00:00,232;56
6615,1323,2021/04/12 00:00:00,218;11
6616,1324,2023/01/11 00:00:00,59;81
6617,1324,2023/02/11 00:00:00,197;37
6618,1324,2023/03/11 00:00:00,191;85
6619,1324,2023/04/11 00:00:00,104;25
6620,1324,2023/05/11 00:00:00,298;49
6621,1325,2020/07/08 00:00:00,284;43
6622,1325,2020/08/08 00:00:00,129;42
6623,1325,2020/09/08 00:00:00,195;30
6624,1325,2020/10/08 00:00:00,99;23
6625,1325,2020/11/08 00:00:00,276;38
6626,1326,2021/03/02 00:00:00,169;08
6627,1326,2021/04/02 00:00:00,168;91
6628,1326,2021/05/02 00:00:00,107;68
6629,1326,2021/06/02 00:00:00,211;71
6630,1326,2021/07/02 00:00:00,314;97
6631,1327,2020/04/15 00:00:00,176;44
6632,1327,2020/05/15 00:00:00,154;28
6633,1327,2020/06/15 00:00:00,86;19
6634,1327,2020/07/15 00:00:00,175;86
6635,1327,2020/08/15 00:00:00,250;79
6636,1328,2023/01/26 00:00:00,146;66
6637,1328,2023/02/26 00:00:00,120;90
6638,1328,2023/03/26 00:00:00,135;23
6639,1328,2023/04/26 00:00:00,263;62
6640,1328,2023/05/26 00:00:00,252;14
6641,1329,2020/08/11 00:00:00,214;11
6642,1329,2020/09/11 00:00:00,274;07
6643,1329,2020/10/11 00:00:00,48;86
6644,1329,2020/11/11 00:00:00,302;33
6645,1329,2020/12/11 00:00:00,93;37
6646,1330,2021/07/18 00:00:00,106;39
6647,1330,2021/08/18 00:00:00,129;44
6648,1330,2021/09/18 00:00:00,43;72
6649,1330,2021/10/18 00:00:00,226;39
6650,1330,2021/11/18 00:00:00,90;90
6651,1331,2020/11/24 00:00:00,227;46
6652,1331,2020/12/24 00:00:00,166;15
6653,1331,2021/01/24 00:00:00,262;24
6654,1331,2021/02/24 00:00:00,289;28
6655,1331,2021/03/24 00:00:00,293;07
6656,1332,2021/07/22 00:00:00,132;71
6657,1332,2021/08/22 00:00:00,58;65
6658,1332,2021/09/22 00:00:00,45;18
6659,1332,2021/10/22 00:00:00,35;36
6660,1332,2021/11/22 00:00:00,50;15
6661,1333,2020/09/09 00:00:00,188;05
6662,1333,2020/10/09 00:00:00,234;78
6663,1333,2020/11/09 00:00:00,156;37
6664,1333,2020/12/09 00:00:00,46;69
6665,1333,2021/01/09 00:00:00,276;81
6666,1334,2020/06/17 00:00:00,105;68
6667,1334,2020/07/17 00:00:00,48;60
6668,1334,2020/08/17 00:00:00,76;07
6669,1334,2020/09/17 00:00:00,311;77
6670,1334,2020/10/17 00:00:00,101;44
6671,1335,2024/02/23 00:00:00,268;91
6672,1335,2024/03/23 00:00:00,92;14
6673,1335,2024/04/23 00:00:00,258;23
6674,1335,2024/05/23 00:00:00,182;11
6675,1335,2024/06/23 00:00:00,114;38
6676,1336,2023/03/18 00:00:00,40;36
6677,1336,2023/04/18 00:00:00,110;56
6678,1336,2023/05/18 00:00:00,222;97
6679,1336,2023/06/18 00:00:00,35;86
6680,1336,2023/07/18 00:00:00,199;99
6681,1337,2023/07/06 00:00:00,69;65
6682,1337,2023/08/06 00:00:00,155;19
6683,1337,2023/09/06 00:00:00,211;29
6684,1337,2023/10/06 00:00:00,150;81
6685,1337,2023/11/06 00:00:00,117;51
6686,1338,2022/06/14 00:00:00,40;29
6687,1338,2022/07/14 00:00:00,222;04
6688,1338,2022/08/14 00:00:00,126;91
6689,1338,2022/09/14 00:00:00,212;79
6690,1338,2022/10/14 00:00:00,148;08
6691,1339,2022/03/05 00:00:00,118;01
6692,1339,2022/04/05 00:00:00,105;72
6693,1339,2022/05/05 00:00:00,129;87
6694,1339,2022/06/05 00:00:00,243;47
6695,1339,2022/07/05 00:00:00,94;09
6696,1340,2022/05/04 00:00:00,309;33
6697,1340,2022/06/04 00:00:00,147;70
6698,1340,2022/07/04 00:00:00,32;16
6699,1340,2022/08/04 00:00:00,55;52
6700,1340,2022/09/04 00:00:00,317;68
6701,1341,2020/12/23 00:00:00,87;78
6702,1341,2021/01/23 00:00:00,83;37
6703,1341,2021/02/23 00:00:00,61;95
6704,1341,2021/03/23 00:00:00,154;95
6705,1341,2021/04/23 00:00:00,151;99
6706,1342,2021/12/26 00:00:00,165;32
6707,1342,2022/01/26 00:00:00,237;92
6708,1342,2022/02/26 00:00:00,110;12
6709,1342,2022/03/26 00:00:00,204;90
6710,1342,2022/04/26 00:00:00,282;70
6711,1343,2022/11/18 00:00:00,52;15
6712,1343,2022/12/18 00:00:00,165;68
6713,1343,2023/01/18 00:00:00,39;32
6714,1343,2023/02/18 00:00:00,165;37
6715,1343,2023/03/18 00:00:00,310;50
6716,1344,2023/07/26 00:00:00,62;86
6717,1344,2023/08/26 00:00:00,53;50
6718,1344,2023/09/26 00:00:00,35;56
6719,1344,2023/10/26 00:00:00,259;18
6720,1344,2023/11/26 00:00:00,266;53
6721,1345,2023/12/26 00:00:00,213;65
6722,1345,2024/01/26 00:00:00,251;69
6723,1345,2024/02/26 00:00:00,193;28
6724,1345,2024/03/26 00:00:00,193;69
6725,1345,2024/04/26 00:00:00,313;44
6726,1346,2023/12/02 00:00:00,193;19
6727,1346,2024/01/02 00:00:00,292;28
6728,1346,2024/02/02 00:00:00,44;75
6729,1346,2024/03/02 00:00:00,118;02
6730,1346,2024/04/02 00:00:00,135;04
6731,1347,2023/01/16 00:00:00,222;67
6732,1347,2023/02/16 00:00:00,108;40
6733,1347,2023/03/16 00:00:00,197;46
6734,1347,2023/04/16 00:00:00,48;18
6735,1347,2023/05/16 00:00:00,142;20
6736,1348,2020/09/24 00:00:00,316;28
6737,1348,2020/10/24 00:00:00,123;24
6738,1348,2020/11/24 00:00:00,86;34
6739,1348,2020/12/24 00:00:00,328;82
6740,1348,2021/01/24 00:00:00,282;19
6741,1349,2023/06/22 00:00:00,132;36
6742,1349,2023/07/22 00:00:00,141;91
6743,1349,2023/08/22 00:00:00,252;01
6744,1349,2023/09/22 00:00:00,260;09
6745,1349,2023/10/22 00:00:00,125;93
6746,1350,2022/08/24 00:00:00,282;33
6747,1350,2022/09/24 00:00:00,96;39
6748,1350,2022/10/24 00:00:00,294;49
6749,1350,2022/11/24 00:00:00,262;97
6750,1350,2022/12/24 00:00:00,61;23
6751,1351,2021/05/06 00:00:00,285;83
6752,1351,2021/06/06 00:00:00,142;14
6753,1351,2021/07/06 00:00:00,102;98
6754,1351,2021/08/06 00:00:00,118;99
6755,1351,2021/09/06 00:00:00,134;04
6756,1352,2022/12/23 00:00:00,166;10
6757,1352,2023/01/23 00:00:00,220;09
6758,1352,2023/02/23 00:00:00,198;26
6759,1352,2023/03/23 00:00:00,171;51
6760,1352,2023/04/23 00:00:00,288;80
6761,1353,2022/12/17 00:00:00,203;04
6762,1353,2023/01/17 00:00:00,223;17
6763,1353,2023/02/17 00:00:00,322;10
6764,1353,2023/03/17 00:00:00,99;85
6765,1353,2023/04/17 00:00:00,90;03
6766,1354,2022/04/10 00:00:00,273;75
6767,1354,2022/05/10 00:00:00,298;22
6768,1354,2022/06/10 00:00:00,321;14
6769,1354,2022/07/10 00:00:00,53;17
6770,1354,2022/08/10 00:00:00,324;23
6771,1355,2021/09/25 00:00:00,269;62
6772,1355,2021/10/25 00:00:00,297;16
6773,1355,2021/11/25 00:00:00,36;74
6774,1355,2021/12/25 00:00:00,306;99
6775,1355,2022/01/25 00:00:00,164;16
6776,1356,2023/03/18 00:00:00,101;73
6777,1356,2023/04/18 00:00:00,329;67
6778,1356,2023/05/18 00:00:00,263;19
6779,1356,2023/06/18 00:00:00,97;76
6780,1356,2023/07/18 00:00:00,61;11
6781,1357,2023/02/05 00:00:00,126;80
6782,1357,2023/03/05 00:00:00,327;78
6783,1357,2023/04/05 00:00:00,111;78
6784,1357,2023/05/05 00:00:00,86;79
6785,1357,2023/06/05 00:00:00,179;21
6786,1358,2021/10/10 00:00:00,110;53
6787,1358,2021/11/10 00:00:00,35;41
6788,1358,2021/12/10 00:00:00,108;47
6789,1358,2022/01/10 00:00:00,244;14
6790,1358,2022/02/10 00:00:00,306;11
6791,1359,2021/11/17 00:00:00,126;19
6792,1359,2021/12/17 00:00:00,254;98
6793,1359,2022/01/17 00:00:00,244;83
6794,1359,2022/02/17 00:00:00,70;02
6795,1359,2022/03/17 00:00:00,109;15
6796,1360,2020/11/20 00:00:00,239;19
6797,1360,2020/12/20 00:00:00,149;81
6798,1360,2021/01/20 00:00:00,182;16
6799,1360,2021/02/20 00:00:00,200;05
6800,1360,2021/03/20 00:00:00,182;18
6801,1361,2023/03/22 00:00:00,314;11
6802,1361,2023/04/22 00:00:00,105;25
6803,1361,2023/05/22 00:00:00,271;33
6804,1361,2023/06/22 00:00:00,268;74
6805,1361,2023/07/22 00:00:00,121;62
6806,1362,2020/06/09 00:00:00,318;68
6807,1362,2020/07/09 00:00:00,135;40
6808,1362,2020/08/09 00:00:00,126;00
6809,1362,2020/09/09 00:00:00,284;83
6810,1362,2020/10/09 00:00:00,62;31
6811,1363,2022/05/04 00:00:00,166;43
6812,1363,2022/06/04 00:00:00,286;90
6813,1363,2022/07/04 00:00:00,130;50
6814,1363,2022/08/04 00:00:00,140;40
6815,1363,2022/09/04 00:00:00,192;00
6816,1364,2023/09/01 00:00:00,205;26
6817,1364,2023/10/01 00:00:00,141;39
6818,1364,2023/11/01 00:00:00,265;31
6819,1364,2023/12/01 00:00:00,250;64
6820,1364,2024/01/01 00:00:00,309;50
6821,1365,2020/12/27 00:00:00,268;34
6822,1365,2021/01/27 00:00:00,219;76
6823,1365,2021/02/27 00:00:00,107;01
6824,1365,2021/03/27 00:00:00,77;06
6825,1365,2021/04/27 00:00:00,228;04
6826,1366,2023/01/10 00:00:00,44;63
6827,1366,2023/02/10 00:00:00,82;33
6828,1366,2023/03/10 00:00:00,296;71
6829,1366,2023/04/10 00:00:00,227;84
6830,1366,2023/05/10 00:00:00,254;97
6831,1367,2020/06/02 00:00:00,281;92
6832,1367,2020/07/02 00:00:00,177;51
6833,1367,2020/08/02 00:00:00,93;14
6834,1367,2020/09/02 00:00:00,245;58
6835,1367,2020/10/02 00:00:00,77;00
6836,1368,2022/04/01 00:00:00,51;55
6837,1368,2022/05/01 00:00:00,86;45
6838,1368,2022/06/01 00:00:00,173;04
6839,1368,2022/07/01 00:00:00,295;18
6840,1368,2022/08/01 00:00:00,190;53
6841,1369,2021/07/07 00:00:00,305;13
6842,1369,2021/08/07 00:00:00,239;41
6843,1369,2021/09/07 00:00:00,153;64
6844,1369,2021/10/07 00:00:00,211;83
6845,1369,2021/11/07 00:00:00,169;68
6846,1370,2021/09/19 00:00:00,169;29
6847,1370,2021/10/19 00:00:00,154;48
6848,1370,2021/11/19 00:00:00,134;43
6849,1370,2021/12/19 00:00:00,208;03
6850,1370,2022/01/19 00:00:00,233;88
6851,1371,2022/11/24 00:00:00,127;81
6852,1371,2022/12/24 00:00:00,214;50
6853,1371,2023/01/24 00:00:00,261;52
6854,1371,2023/02/24 00:00:00,220;55
6855,1371,2023/03/24 00:00:00,243;84
6856,1372,2023/04/14 00:00:00,124;35
6857,1372,2023/05/14 00:00:00,328;24
6858,1372,2023/06/14 00:00:00,224;27
6859,1372,2023/07/14 00:00:00,70;70
6860,1372,2023/08/14 00:00:00,106;98
6861,1373,2021/02/19 00:00:00,266;35
6862,1373,2021/03/19 00:00:00,168;69
6863,1373,2021/04/19 00:00:00,228;16
6864,1373,2021/05/19 00:00:00,59;86
6865,1373,2021/06/19 00:00:00,110;38
6866,1374,2021/04/02 00:00:00,318;91
6867,1374,2021/05/02 00:00:00,223;76
6868,1374,2021/06/02 00:00:00,214;92
6869,1374,2021/07/02 00:00:00,93;40
6870,1374,2021/08/02 00:00:00,170;44
6871,1375,2023/09/24 00:00:00,148;81
6872,1375,2023/10/24 00:00:00,298;35
6873,1375,2023/11/24 00:00:00,300;13
6874,1375,2023/12/24 00:00:00,90;11
6875,1375,2024/01/24 00:00:00,34;37
6876,1376,2023/09/23 00:00:00,58;93
6877,1376,2023/10/23 00:00:00,96;12
6878,1376,2023/11/23 00:00:00,225;17
6879,1376,2023/12/23 00:00:00,237;38
6880,1376,2024/01/23 00:00:00,88;75
6881,1377,2020/05/20 00:00:00,220;15
6882,1377,2020/06/20 00:00:00,277;90
6883,1377,2020/07/20 00:00:00,118;68
6884,1377,2020/08/20 00:00:00,323;96
6885,1377,2020/09/20 00:00:00,157;16
6886,1378,2021/07/20 00:00:00,97;42
6887,1378,2021/08/20 00:00:00,246;00
6888,1378,2021/09/20 00:00:00,202;58
6889,1378,2021/10/20 00:00:00,31;74
6890,1378,2021/11/20 00:00:00,282;65
6891,1379,2022/10/04 00:00:00,53;31
6892,1379,2022/11/04 00:00:00,192;19
6893,1379,2022/12/04 00:00:00,132;34
6894,1379,2023/01/04 00:00:00,218;19
6895,1379,2023/02/04 00:00:00,254;18
6896,1380,2021/10/01 00:00:00,166;45
6897,1380,2021/11/01 00:00:00,41;26
6898,1380,2021/12/01 00:00:00,123;78
6899,1380,2022/01/01 00:00:00,131;45
6900,1380,2022/02/01 00:00:00,180;77
6901,1381,2021/09/12 00:00:00,275;52
6902,1381,2021/10/12 00:00:00,269;56
6903,1381,2021/11/12 00:00:00,71;02
6904,1381,2021/12/12 00:00:00,67;59
6905,1381,2022/01/12 00:00:00,115;08
6906,1382,2020/12/06 00:00:00,159;46
6907,1382,2021/01/06 00:00:00,244;37
6908,1382,2021/02/06 00:00:00,201;41
6909,1382,2021/03/06 00:00:00,216;18
6910,1382,2021/04/06 00:00:00,214;91
6911,1383,2022/06/09 00:00:00,58;23
6912,1383,2022/07/09 00:00:00,133;07
6913,1383,2022/08/09 00:00:00,316;89
6914,1383,2022/09/09 00:00:00,311;95
6915,1383,2022/10/09 00:00:00,216;83
6916,1384,2020/05/15 00:00:00,318;45
6917,1384,2020/06/15 00:00:00,80;00
6918,1384,2020/07/15 00:00:00,234;20
6919,1384,2020/08/15 00:00:00,232;69
6920,1384,2020/09/15 00:00:00,42;97
6921,1385,2020/07/11 00:00:00,102;92
6922,1385,2020/08/11 00:00:00,51;18
6923,1385,2020/09/11 00:00:00,213;18
6924,1385,2020/10/11 00:00:00,140;75
6925,1385,2020/11/11 00:00:00,147;14
6926,1386,2021/08/14 00:00:00,286;62
6927,1386,2021/09/14 00:00:00,196;01
6928,1386,2021/10/14 00:00:00,111;94
6929,1386,2021/11/14 00:00:00,165;93
6930,1386,2021/12/14 00:00:00,197;92
6931,1387,2021/09/25 00:00:00,47;67
6932,1387,2021/10/25 00:00:00,302;34
6933,1387,2021/11/25 00:00:00,123;72
6934,1387,2021/12/25 00:00:00,86;61
6935,1387,2022/01/25 00:00:00,143;23
6936,1388,2023/12/13 00:00:00,280;59
6937,1388,2024/01/13 00:00:00,236;88
6938,1388,2024/02/13 00:00:00,81;10
6939,1388,2024/03/13 00:00:00,238;88
6940,1388,2024/04/13 00:00:00,327;71
6941,1389,2022/04/10 00:00:00,183;05
6942,1389,2022/05/10 00:00:00,74;59
6943,1389,2022/06/10 00:00:00,316;40
6944,1389,2022/07/10 00:00:00,146;84
6945,1389,2022/08/10 00:00:00,254;41
6946,1390,2021/06/04 00:00:00,250;24
6947,1390,2021/07/04 00:00:00,205;30
6948,1390,2021/08/04 00:00:00,150;38
6949,1390,2021/09/04 00:00:00,31;36
6950,1390,2021/10/04 00:00:00,265;74
6951,1391,2020/04/02 00:00:00,116;45
6952,1391,2020/05/02 00:00:00,137;06
6953,1391,2020/06/02 00:00:00,221;09
6954,1391,2020/07/02 00:00:00,118;48
6955,1391,2020/08/02 00:00:00,107;85
6956,1392,2020/04/24 00:00:00,254;35
6957,1392,2020/05/24 00:00:00,86;38
6958,1392,2020/06/24 00:00:00,260;27
6959,1392,2020/07/24 00:00:00,250;45
6960,1392,2020/08/24 00:00:00,158;46
6961,1393,2023/06/15 00:00:00,293;45
6962,1393,2023/07/15 00:00:00,162;43
6963,1393,2023/08/15 00:00:00,65;48
6964,1393,2023/09/15 00:00:00,48;26
6965,1393,2023/10/15 00:00:00,197;24
6966,1394,2020/07/22 00:00:00,85;90
6967,1394,2020/08/22 00:00:00,39;35
6968,1394,2020/09/22 00:00:00,260;28
6969,1394,2020/10/22 00:00:00,198;73
6970,1394,2020/11/22 00:00:00,266;24
6971,1395,2021/12/02 00:00:00,111;57
6972,1395,2022/01/02 00:00:00,328;90
6973,1395,2022/02/02 00:00:00,325;32
6974,1395,2022/03/02 00:00:00,234;99
6975,1395,2022/04/02 00:00:00,189;92
6976,1396,2021/03/08 00:00:00,58;33
6977,1396,2021/04/08 00:00:00,64;78
6978,1396,2021/05/08 00:00:00,96;35
6979,1396,2021/06/08 00:00:00,216;34
6980,1396,2021/07/08 00:00:00,226;90
6981,1397,2020/06/18 00:00:00,111;32
6982,1397,2020/07/18 00:00:00,75;63
6983,1397,2020/08/18 00:00:00,110;59
6984,1397,2020/09/18 00:00:00,230;19
6985,1397,2020/10/18 00:00:00,111;48
6986,1398,2021/08/20 00:00:00,240;61
6987,1398,2021/09/20 00:00:00,111;25
6988,1398,2021/10/20 00:00:00,35;24
6989,1398,2021/11/20 00:00:00,308;76
