LivestockID,FarmerID,TagNumber,Species,Breed,BirthDate,RegistrationDate
2512,252,TAG-252-2,Goat,Dorper,2021/04/24 00:00:00,2021/06/24 00:00:00
2513,252,TAG-252-3,Sheep,Nguni,2023/09/12 00:00:00,2023/11/12 00:00:00
2514,252,TAG-252-4,Goat,Nguni,2022/09/13 00:00:00,2022/11/13 00:00:00
2515,252,TAG-252-5,Sheep,Nguni,2020/05/19 00:00:00,2020/07/19 00:00:00
2516,252,TAG-252-6,Goat,Boer Goat,2023/07/14 00:00:00,2023/09/14 00:00:00
2517,252,TAG-252-7,Cattle,Bonsmara,2022/07/13 00:00:00,2022/09/13 00:00:00
2518,252,TAG-252-8,Cattle,Boer Goat,2022/11/20 00:00:00,2023/01/20 00:00:00
2519,252,TAG-252-9,Cattle,Bonsmara,2023/02/01 00:00:00,2023/04/01 00:00:00
2520,252,TAG-252-10,Goat,Nguni,2020/02/12 00:00:00,2020/04/12 00:00:00
2521,253,TAG-253-1,Sheep,Nguni,2021/08/12 00:00:00,2021/10/12 00:00:00
2522,253,TAG-253-2,Cattle,Bonsmara,2023/03/02 00:00:00,2023/05/02 00:00:00
2523,253,TAG-253-3,Cattle,Boer Goat,2023/10/07 00:00:00,2023/12/07 00:00:00
2524,253,TAG-253-4,Cattle,Merino,2021/04/03 00:00:00,2021/06/03 00:00:00
2525,253,TAG-253-5,Goat,Boer Goat,2023/01/05 00:00:00,2023/03/05 00:00:00
2526,253,TAG-253-6,Cattle,Nguni,2023/05/16 00:00:00,2023/07/16 00:00:00
2527,253,TAG-253-7,Goat,Dorper,2022/02/04 00:00:00,2022/04/04 00:00:00
2528,253,TAG-253-8,Cattle,Bonsmara,2023/02/22 00:00:00,2023/04/22 00:00:00
2529,253,TAG-253-9,Goat,Boer Goat,2021/10/14 00:00:00,2021/12/14 00:00:00
2530,253,TAG-253-10,Sheep,Boer Goat,2023/11/21 00:00:00,2024/01/21 00:00:00
2531,254,TAG-254-1,Sheep,Boer Goat,2023/01/11 00:00:00,2023/03/11 00:00:00
2532,254,TAG-254-2,Cattle,Nguni,2021/06/02 00:00:00,2021/08/02 00:00:00
2533,254,TAG-254-3,Cattle,Nguni,2022/08/24 00:00:00,2022/10/24 00:00:00
2534,254,TAG-254-4,Cattle,Merino,2022/08/20 00:00:00,2022/10/20 00:00:00
2535,254,TAG-254-5,Cattle,Nguni,2021/06/23 00:00:00,2021/08/23 00:00:00
2536,254,TAG-254-6,Sheep,Merino,2020/07/18 00:00:00,2020/09/18 00:00:00
2537,254,TAG-254-7,Sheep,Boer Goat,2020/08/23 00:00:00,2020/10/23 00:00:00
2538,254,TAG-254-8,Cattle,Bonsmara,2022/10/07 00:00:00,2022/12/07 00:00:00
2539,254,TAG-254-9,Cattle,Nguni,2021/01/14 00:00:00,2021/03/14 00:00:00
2540,254,TAG-254-10,Goat,Bonsmara,2023/12/10 00:00:00,2024/02/10 00:00:00
2541,255,TAG-255-1,Cattle,Dorper,2021/02/12 00:00:00,2021/04/12 00:00:00
2542,255,TAG-255-2,Sheep,Boer Goat,2021/03/03 00:00:00,2021/05/03 00:00:00
2543,255,TAG-255-3,Sheep,Nguni,2023/10/03 00:00:00,2023/12/03 00:00:00
2544,255,TAG-255-4,Sheep,Merino,2023/10/26 00:00:00,2023/12/26 00:00:00
2545,255,TAG-255-5,Sheep,Dorper,2023/05/13 00:00:00,2023/07/13 00:00:00
2546,255,TAG-255-6,Cattle,Boer Goat,2020/12/20 00:00:00,2021/02/20 00:00:00
2547,255,TAG-255-7,Cattle,Nguni,2020/03/05 00:00:00,2020/05/05 00:00:00
2548,255,TAG-255-8,Cattle,Nguni,2023/02/15 00:00:00,2023/04/15 00:00:00
2549,255,TAG-255-9,Cattle,Dorper,2021/09/10 00:00:00,2021/11/10 00:00:00
2550,255,TAG-255-10,Cattle,Nguni,2022/12/18 00:00:00,2023/02/18 00:00:00
2551,256,TAG-256-1,Cattle,Bonsmara,2023/01/16 00:00:00,2023/03/16 00:00:00
2552,256,TAG-256-2,Cattle,Bonsmara,2023/09/21 00:00:00,2023/11/21 00:00:00
2553,256,TAG-256-3,Sheep,Nguni,2021/06/26 00:00:00,2021/08/26 00:00:00
2554,256,TAG-256-4,Sheep,Boer Goat,2022/08/22 00:00:00,2022/10/22 00:00:00
2555,256,TAG-256-5,Sheep,Dorper,2023/04/25 00:00:00,2023/06/25 00:00:00
2556,256,TAG-256-6,Sheep,Boer Goat,2020/01/13 00:00:00,2020/03/13 00:00:00
2557,256,TAG-256-7,Sheep,Boer Goat,2021/04/20 00:00:00,2021/06/20 00:00:00
2558,256,TAG-256-8,Goat,Nguni,2020/08/04 00:00:00,2020/10/04 00:00:00
2559,256,TAG-256-9,Goat,Bonsmara,2020/05/06 00:00:00,2020/07/06 00:00:00
2560,256,TAG-256-10,Sheep,Boer Goat,2023/10/19 00:00:00,2023/12/19 00:00:00
2561,257,TAG-257-1,Sheep,Boer Goat,2023/03/22 00:00:00,2023/05/22 00:00:00
2562,257,TAG-257-2,Cattle,Merino,2022/02/22 00:00:00,2022/04/22 00:00:00
2563,257,TAG-257-3,Sheep,Merino,2023/03/26 00:00:00,2023/05/26 00:00:00
2564,257,TAG-257-4,Goat,Nguni,2020/10/26 00:00:00,2020/12/26 00:00:00
2565,257,TAG-257-5,Sheep,Nguni,2023/07/06 00:00:00,2023/09/06 00:00:00
2566,257,TAG-257-6,Cattle,Nguni,2021/02/15 00:00:00,2021/04/15 00:00:00
2567,257,TAG-257-7,Goat,Boer Goat,2021/05/16 00:00:00,2021/07/16 00:00:00
2568,257,TAG-257-8,Goat,Merino,2020/07/26 00:00:00,2020/09/26 00:00:00
2569,257,TAG-257-9,Cattle,Boer Goat,2023/11/02 00:00:00,2024/01/02 00:00:00
2570,257,TAG-257-10,Sheep,Bonsmara,2023/06/06 00:00:00,2023/08/06 00:00:00
2571,258,TAG-258-1,Sheep,Boer Goat,2020/10/07 00:00:00,2020/12/07 00:00:00
2572,258,TAG-258-2,Goat,Dorper,2021/12/03 00:00:00,2022/02/03 00:00:00
2573,258,TAG-258-3,Cattle,Nguni,2022/07/19 00:00:00,2022/09/19 00:00:00
2574,258,TAG-258-4,Goat,Boer Goat,2021/09/14 00:00:00,2021/11/14 00:00:00
2575,258,TAG-258-5,Sheep,Nguni,2022/10/09 00:00:00,2022/12/09 00:00:00
2576,258,TAG-258-6,Goat,Nguni,2020/06/03 00:00:00,2020/08/03 00:00:00
2577,258,TAG-258-7,Goat,Dorper,2023/11/17 00:00:00,2024/01/17 00:00:00
2578,258,TAG-258-8,Cattle,Dorper,2022/02/21 00:00:00,2022/04/21 00:00:00
2579,258,TAG-258-9,Sheep,Dorper,2020/05/09 00:00:00,2020/07/09 00:00:00
2580,258,TAG-258-10,Cattle,Bonsmara,2021/02/27 00:00:00,2021/04/27 00:00:00
2581,259,TAG-259-1,Goat,Nguni,2021/12/15 00:00:00,2022/02/15 00:00:00
2582,259,TAG-259-2,Sheep,Boer Goat,2021/07/10 00:00:00,2021/09/10 00:00:00
2583,259,TAG-259-3,Goat,Dorper,2020/11/18 00:00:00,2021/01/18 00:00:00
2584,259,TAG-259-4,Cattle,Boer Goat,2022/12/06 00:00:00,2023/02/06 00:00:00
2585,259,TAG-259-5,Sheep,Boer Goat,2021/11/11 00:00:00,2022/01/11 00:00:00
2586,259,TAG-259-6,Sheep,Bonsmara,2020/07/17 00:00:00,2020/09/17 00:00:00
2587,259,TAG-259-7,Sheep,Dorper,2023/06/01 00:00:00,2023/08/01 00:00:00
2588,259,TAG-259-8,Goat,Merino,2020/05/01 00:00:00,2020/07/01 00:00:00
2589,259,TAG-259-9,Sheep,Dorper,2020/10/01 00:00:00,2020/12/01 00:00:00
2590,259,TAG-259-10,Sheep,Boer Goat,2020/10/23 00:00:00,2020/12/23 00:00:00
2591,260,TAG-260-1,Sheep,Boer Goat,2022/12/19 00:00:00,2023/02/19 00:00:00
2592,260,TAG-260-2,Goat,Dorper,2021/07/21 00:00:00,2021/09/21 00:00:00
2593,260,TAG-260-3,Cattle,Boer Goat,2023/12/13 00:00:00,2024/02/13 00:00:00
2594,260,TAG-260-4,Goat,Dorper,2022/10/25 00:00:00,2022/12/25 00:00:00
2595,260,TAG-260-5,Sheep,Boer Goat,2021/11/23 00:00:00,2022/01/23 00:00:00
2596,260,TAG-260-6,Sheep,Dorper,2022/11/16 00:00:00,2023/01/16 00:00:00
2597,260,TAG-260-7,Goat,Nguni,2021/09/22 00:00:00,2021/11/22 00:00:00
2598,260,TAG-260-8,Cattle,Merino,2023/10/10 00:00:00,2023/12/10 00:00:00
2599,260,TAG-260-9,Goat,Merino,2021/08/19 00:00:00,2021/10/19 00:00:00
2600,260,TAG-260-10,Goat,Boer Goat,2020/04/24 00:00:00,2020/06/24 00:00:00
2601,261,TAG-261-1,Sheep,Dorper,2021/11/08 00:00:00,2022/01/08 00:00:00
2602,261,TAG-261-2,Goat,Dorper,2022/02/23 00:00:00,2022/04/23 00:00:00
2603,261,TAG-261-3,Goat,Bonsmara,2021/12/21 00:00:00,2022/02/21 00:00:00
2604,261,TAG-261-4,Cattle,Boer Goat,2020/02/24 00:00:00,2020/04/24 00:00:00
2605,261,TAG-261-5,Sheep,Boer Goat,2022/06/16 00:00:00,2022/08/16 00:00:00
2606,261,TAG-261-6,Cattle,Nguni,2022/03/14 00:00:00,2022/05/14 00:00:00
2607,261,TAG-261-7,Sheep,Merino,2021/01/02 00:00:00,2021/03/02 00:00:00
2608,261,TAG-261-8,Goat,Merino,2022/06/25 00:00:00,2022/08/25 00:00:00
2609,261,TAG-261-9,Goat,Nguni,2023/12/26 00:00:00,2024/02/26 00:00:00
2610,261,TAG-261-10,Sheep,Boer Goat,2022/11/09 00:00:00,2023/01/09 00:00:00
2611,262,TAG-262-1,Cattle,Merino,2020/06/22 00:00:00,2020/08/22 00:00:00
2612,262,TAG-262-2,Goat,Boer Goat,2023/03/09 00:00:00,2023/05/09 00:00:00
2613,262,TAG-262-3,Cattle,Merino,2021/08/16 00:00:00,2021/10/16 00:00:00
2614,262,TAG-262-4,Sheep,Nguni,2021/12/02 00:00:00,2022/02/02 00:00:00
2615,262,TAG-262-5,Goat,Merino,2023/03/07 00:00:00,2023/05/07 00:00:00
2616,262,TAG-262-6,Sheep,Dorper,2023/07/02 00:00:00,2023/09/02 00:00:00
2617,262,TAG-262-7,Sheep,Nguni,2023/12/21 00:00:00,2024/02/21 00:00:00
2618,262,TAG-262-8,Cattle,Bonsmara,2023/03/23 00:00:00,2023/05/23 00:00:00
2619,262,TAG-262-9,Goat,Nguni,2021/02/11 00:00:00,2021/04/11 00:00:00
2620,262,TAG-262-10,Sheep,Bonsmara,2021/05/18 00:00:00,2021/07/18 00:00:00
2621,263,TAG-263-1,Goat,Bonsmara,2022/10/14 00:00:00,2022/12/14 00:00:00
2622,263,TAG-263-2,Sheep,Bonsmara,2023/03/06 00:00:00,2023/05/06 00:00:00
2623,263,TAG-263-3,Goat,Boer Goat,2021/03/14 00:00:00,2021/05/14 00:00:00
2624,263,TAG-263-4,Cattle,Bonsmara,2021/11/18 00:00:00,2022/01/18 00:00:00
2625,263,TAG-263-5,Cattle,Dorper,2020/02/26 00:00:00,2020/04/26 00:00:00
2626,263,TAG-263-6,Goat,Nguni,2022/10/25 00:00:00,2022/12/25 00:00:00
2627,263,TAG-263-7,Cattle,Boer Goat,2021/11/03 00:00:00,2022/01/03 00:00:00
2628,263,TAG-263-8,Cattle,Nguni,2020/05/03 00:00:00,2020/07/03 00:00:00
2629,263,TAG-263-9,Goat,Boer Goat,2022/01/03 00:00:00,2022/03/03 00:00:00
2630,263,TAG-263-10,Sheep,Bonsmara,2020/08/22 00:00:00,2020/10/22 00:00:00
2631,264,TAG-264-1,Cattle,Bonsmara,2021/09/10 00:00:00,2021/11/10 00:00:00
2632,264,TAG-264-2,Sheep,Dorper,2021/11/10 00:00:00,2022/01/10 00:00:00
2633,264,TAG-264-3,Goat,Boer Goat,2020/04/20 00:00:00,2020/06/20 00:00:00
2634,264,TAG-264-4,Cattle,Boer Goat,2022/02/12 00:00:00,2022/04/12 00:00:00
2635,264,TAG-264-5,Cattle,Nguni,2020/10/11 00:00:00,2020/12/11 00:00:00
2636,264,TAG-264-6,Sheep,Bonsmara,2020/01/16 00:00:00,2020/03/16 00:00:00
2637,264,TAG-264-7,Sheep,Dorper,2020/01/26 00:00:00,2020/03/26 00:00:00
2638,264,TAG-264-8,Goat,Dorper,2022/07/22 00:00:00,2022/09/22 00:00:00
2639,264,TAG-264-9,Cattle,Nguni,2021/01/08 00:00:00,2021/03/08 00:00:00
2640,264,TAG-264-10,Cattle,Bonsmara,2021/04/14 00:00:00,2021/06/14 00:00:00
2641,265,TAG-265-1,Sheep,Merino,2020/03/14 00:00:00,2020/05/14 00:00:00
2642,265,TAG-265-2,Cattle,Merino,2022/05/07 00:00:00,2022/07/07 00:00:00
2643,265,TAG-265-3,Cattle,Dorper,2021/04/12 00:00:00,2021/06/12 00:00:00
2644,265,TAG-265-4,Sheep,Bonsmara,2020/05/22 00:00:00,2020/07/22 00:00:00
2645,265,TAG-265-5,Goat,Nguni,2023/04/01 00:00:00,2023/06/01 00:00:00
2646,265,TAG-265-6,Cattle,Bonsmara,2023/06/03 00:00:00,2023/08/03 00:00:00
2647,265,TAG-265-7,Cattle,Bonsmara,2023/06/16 00:00:00,2023/08/16 00:00:00
2648,265,TAG-265-8,Goat,Boer Goat,2023/06/07 00:00:00,2023/08/07 00:00:00
2649,265,TAG-265-9,Sheep,Boer Goat,2021/04/16 00:00:00,2021/06/16 00:00:00
2650,265,TAG-265-10,Cattle,Dorper,2020/08/05 00:00:00,2020/10/05 00:00:00
2651,266,TAG-266-1,Cattle,Bonsmara,2020/07/21 00:00:00,2020/09/21 00:00:00
2652,266,TAG-266-2,Sheep,Merino,2022/03/03 00:00:00,2022/05/03 00:00:00
2653,266,TAG-266-3,Goat,Bonsmara,2020/04/05 00:00:00,2020/06/05 00:00:00
2654,266,TAG-266-4,Goat,Nguni,2023/09/07 00:00:00,2023/11/07 00:00:00
2655,266,TAG-266-5,Goat,Boer Goat,2022/02/12 00:00:00,2022/04/12 00:00:00
2656,266,TAG-266-6,Cattle,Nguni,2022/09/03 00:00:00,2022/11/03 00:00:00
2657,266,TAG-266-7,Cattle,Merino,2021/04/22 00:00:00,2021/06/22 00:00:00
2658,266,TAG-266-8,Goat,Dorper,2021/09/07 00:00:00,2021/11/07 00:00:00
2659,266,TAG-266-9,Sheep,Nguni,2022/06/16 00:00:00,2022/08/16 00:00:00
2660,266,TAG-266-10,Cattle,Merino,2020/02/26 00:00:00,2020/04/26 00:00:00
2661,267,TAG-267-1,Cattle,Merino,2021/05/20 00:00:00,2021/07/20 00:00:00
2662,267,TAG-267-2,Sheep,Nguni,2023/01/07 00:00:00,2023/03/07 00:00:00
2663,267,TAG-267-3,Goat,Nguni,2020/02/02 00:00:00,2020/04/02 00:00:00
2664,267,TAG-267-4,Cattle,Merino,2023/06/02 00:00:00,2023/08/02 00:00:00
2665,267,TAG-267-5,Goat,Merino,2020/06/23 00:00:00,2020/08/23 00:00:00
2666,267,TAG-267-6,Goat,Boer Goat,2020/07/17 00:00:00,2020/09/17 00:00:00
2667,267,TAG-267-7,Goat,Bonsmara,2022/10/24 00:00:00,2022/12/24 00:00:00
2668,267,TAG-267-8,Sheep,Bonsmara,2023/08/19 00:00:00,2023/10/19 00:00:00
2669,267,TAG-267-9,Goat,Dorper,2020/06/09 00:00:00,2020/08/09 00:00:00
2670,267,TAG-267-10,Goat,Boer Goat,2022/05/25 00:00:00,2022/07/25 00:00:00
2671,268,TAG-268-1,Sheep,Nguni,2022/01/26 00:00:00,2022/03/26 00:00:00
2672,268,TAG-268-2,Goat,Boer Goat,2023/07/06 00:00:00,2023/09/06 00:00:00
2673,268,TAG-268-3,Goat,Merino,2021/06/23 00:00:00,2021/08/23 00:00:00
2674,268,TAG-268-4,Sheep,Boer Goat,2020/03/12 00:00:00,2020/05/12 00:00:00
2675,268,TAG-268-5,Goat,Boer Goat,2020/10/11 00:00:00,2020/12/11 00:00:00
2676,268,TAG-268-6,Goat,Nguni,2023/02/13 00:00:00,2023/04/13 00:00:00
2677,268,TAG-268-7,Cattle,Bonsmara,2023/08/27 00:00:00,2023/10/27 00:00:00
2678,268,TAG-268-8,Goat,Dorper,2021/11/03 00:00:00,2022/01/03 00:00:00
2679,268,TAG-268-9,Goat,Nguni,2021/06/05 00:00:00,2021/08/05 00:00:00
2680,268,TAG-268-10,Sheep,Bonsmara,2022/08/20 00:00:00,2022/10/20 00:00:00
2681,269,TAG-269-1,Goat,Nguni,2021/12/27 00:00:00,2022/02/27 00:00:00
2682,269,TAG-269-2,Goat,Merino,2023/09/15 00:00:00,2023/11/15 00:00:00
2683,269,TAG-269-3,Goat,Merino,2022/02/17 00:00:00,2022/04/17 00:00:00
2684,269,TAG-269-4,Sheep,Nguni,2023/06/20 00:00:00,2023/08/20 00:00:00
2685,269,TAG-269-5,Cattle,Dorper,2021/02/01 00:00:00,2021/04/01 00:00:00
2686,269,TAG-269-6,Cattle,Merino,2023/08/25 00:00:00,2023/10/25 00:00:00
2687,269,TAG-269-7,Sheep,Bonsmara,2020/05/16 00:00:00,2020/07/16 00:00:00
2688,269,TAG-269-8,Sheep,Dorper,2023/08/17 00:00:00,2023/10/17 00:00:00
2689,269,TAG-269-9,Sheep,Nguni,2023/04/14 00:00:00,2023/06/14 00:00:00
2690,269,TAG-269-10,Sheep,Boer Goat,2020/10/19 00:00:00,2020/12/19 00:00:00
2691,270,TAG-270-1,Sheep,Boer Goat,2021/12/22 00:00:00,2022/02/22 00:00:00
2692,270,TAG-270-2,Goat,Merino,2020/12/25 00:00:00,2021/02/25 00:00:00
2693,270,TAG-270-3,Cattle,Boer Goat,2021/10/08 00:00:00,2021/12/08 00:00:00
2694,270,TAG-270-4,Sheep,Bonsmara,2021/07/19 00:00:00,2021/09/19 00:00:00
2695,270,TAG-270-5,Cattle,Boer Goat,2020/11/22 00:00:00,2021/01/22 00:00:00
2696,270,TAG-270-6,Sheep,Bonsmara,2020/08/01 00:00:00,2020/10/01 00:00:00
2697,270,TAG-270-7,Sheep,Nguni,2023/11/26 00:00:00,2024/01/26 00:00:00
2698,270,TAG-270-8,Goat,Merino,2020/08/20 00:00:00,2020/10/20 00:00:00
2699,270,TAG-270-9,Goat,Merino,2023/09/03 00:00:00,2023/11/03 00:00:00
2700,270,TAG-270-10,Goat,Dorper,2020/01/11 00:00:00,2020/03/11 00:00:00
2701,271,TAG-271-1,Goat,Nguni,2022/02/25 00:00:00,2022/04/25 00:00:00
2702,271,TAG-271-2,Goat,Boer Goat,2021/02/19 00:00:00,2021/04/19 00:00:00
2703,271,TAG-271-3,Sheep,Merino,2022/12/01 00:00:00,2023/02/01 00:00:00
2704,271,TAG-271-4,Sheep,Nguni,2021/11/11 00:00:00,2022/01/11 00:00:00
2705,271,TAG-271-5,Cattle,Bonsmara,2022/10/03 00:00:00,2022/12/03 00:00:00
2706,271,TAG-271-6,Goat,Nguni,2021/10/08 00:00:00,2021/12/08 00:00:00
2707,271,TAG-271-7,Cattle,Dorper,2020/03/11 00:00:00,2020/05/11 00:00:00
2708,271,TAG-271-8,Sheep,Bonsmara,2023/12/16 00:00:00,2024/02/16 00:00:00
2709,271,TAG-271-9,Goat,Dorper,2020/12/03 00:00:00,2021/02/03 00:00:00
2710,271,TAG-271-10,Cattle,Nguni,2023/09/07 00:00:00,2023/11/07 00:00:00
2711,272,TAG-272-1,Goat,Nguni,2020/08/13 00:00:00,2020/10/13 00:00:00
2712,272,TAG-272-2,Goat,Bonsmara,2023/01/18 00:00:00,2023/03/18 00:00:00
2713,272,TAG-272-3,Goat,Nguni,2022/11/04 00:00:00,2023/01/04 00:00:00
2714,272,TAG-272-4,Sheep,Bonsmara,2021/07/27 00:00:00,2021/09/27 00:00:00
2715,272,TAG-272-5,Cattle,Nguni,2021/04/17 00:00:00,2021/06/17 00:00:00
2716,272,TAG-272-6,Goat,Bonsmara,2023/09/19 00:00:00,2023/11/19 00:00:00
2717,272,TAG-272-7,Goat,Dorper,2022/07/07 00:00:00,2022/09/07 00:00:00
2718,272,TAG-272-8,Sheep,Nguni,2021/10/25 00:00:00,2021/12/25 00:00:00
2719,272,TAG-272-9,Cattle,Nguni,2023/05/26 00:00:00,2023/07/26 00:00:00
2720,272,TAG-272-10,Cattle,Merino,2020/10/17 00:00:00,2020/12/17 00:00:00
2721,273,TAG-273-1,Goat,Bonsmara,2021/09/08 00:00:00,2021/11/08 00:00:00
2722,273,TAG-273-2,Cattle,Boer Goat,2023/01/09 00:00:00,2023/03/09 00:00:00
2723,273,TAG-273-3,Sheep,Dorper,2020/05/07 00:00:00,2020/07/07 00:00:00
2724,273,TAG-273-4,Goat,Dorper,2020/08/20 00:00:00,2020/10/20 00:00:00
2725,273,TAG-273-5,Sheep,Dorper,2022/08/03 00:00:00,2022/10/03 00:00:00
2726,273,TAG-273-6,Cattle,Dorper,2020/04/15 00:00:00,2020/06/15 00:00:00
2727,273,TAG-273-7,Sheep,Boer Goat,2023/02/13 00:00:00,2023/04/13 00:00:00
2728,273,TAG-273-8,Goat,Nguni,2023/03/22 00:00:00,2023/05/22 00:00:00
2729,273,TAG-273-9,Goat,Dorper,2021/06/17 00:00:00,2021/08/17 00:00:00
2730,273,TAG-273-10,Cattle,Dorper,2021/01/04 00:00:00,2021/03/04 00:00:00
2731,274,TAG-274-1,Goat,Dorper,2022/01/04 00:00:00,2022/03/04 00:00:00
2732,274,TAG-274-2,Goat,Bonsmara,2023/08/10 00:00:00,2023/10/10 00:00:00
2733,274,TAG-274-3,Cattle,Merino,2022/07/08 00:00:00,2022/09/08 00:00:00
2734,274,TAG-274-4,Goat,Dorper,2020/11/09 00:00:00,2021/01/09 00:00:00
2735,274,TAG-274-5,Goat,Merino,2023/10/03 00:00:00,2023/12/03 00:00:00
2736,274,TAG-274-6,Cattle,Merino,2020/01/16 00:00:00,2020/03/16 00:00:00
2737,274,TAG-274-7,Cattle,Merino,2023/03/10 00:00:00,2023/05/10 00:00:00
2738,274,TAG-274-8,Cattle,Merino,2023/12/02 00:00:00,2024/02/02 00:00:00
2739,274,TAG-274-9,Sheep,Merino,2021/11/07 00:00:00,2022/01/07 00:00:00
2740,274,TAG-274-10,Cattle,Bonsmara,2023/03/09 00:00:00,2023/05/09 00:00:00
2741,275,TAG-275-1,Cattle,Nguni,2022/09/19 00:00:00,2022/11/19 00:00:00
2742,275,TAG-275-2,Sheep,Bonsmara,2022/12/19 00:00:00,2023/02/19 00:00:00
2743,275,TAG-275-3,Cattle,Bonsmara,2023/01/06 00:00:00,2023/03/06 00:00:00
2744,275,TAG-275-4,Sheep,Merino,2021/02/07 00:00:00,2021/04/07 00:00:00
2745,275,TAG-275-5,Sheep,Merino,2020/11/07 00:00:00,2021/01/07 00:00:00
2746,275,TAG-275-6,Cattle,Bonsmara,2020/07/06 00:00:00,2020/09/06 00:00:00
2747,275,TAG-275-7,Goat,Dorper,2023/09/14 00:00:00,2023/11/14 00:00:00
2748,275,TAG-275-8,Sheep,Bonsmara,2020/07/04 00:00:00,2020/09/04 00:00:00
2749,275,TAG-275-9,Goat,Dorper,2023/04/04 00:00:00,2023/06/04 00:00:00
2750,275,TAG-275-10,Cattle,Nguni,2021/09/03 00:00:00,2021/11/03 00:00:00
2751,276,TAG-276-1,Goat,Merino,2022/12/12 00:00:00,2023/02/12 00:00:00
2752,276,TAG-276-2,Goat,Nguni,2022/07/23 00:00:00,2022/09/23 00:00:00
2753,276,TAG-276-3,Cattle,Bonsmara,2020/09/18 00:00:00,2020/11/18 00:00:00
2754,276,TAG-276-4,Cattle,Merino,2020/08/20 00:00:00,2020/10/20 00:00:00
2755,276,TAG-276-5,Cattle,Merino,2023/01/09 00:00:00,2023/03/09 00:00:00
2756,276,TAG-276-6,Cattle,Boer Goat,2023/09/21 00:00:00,2023/11/21 00:00:00
2757,276,TAG-276-7,Cattle,Nguni,2021/06/04 00:00:00,2021/08/04 00:00:00
2758,276,TAG-276-8,Sheep,Nguni,2020/04/24 00:00:00,2020/06/24 00:00:00
2759,276,TAG-276-9,Sheep,Merino,2022/08/14 00:00:00,2022/10/14 00:00:00
2760,276,TAG-276-10,Sheep,Bonsmara,2020/08/24 00:00:00,2020/10/24 00:00:00
2761,277,TAG-277-1,Goat,Nguni,2022/12/22 00:00:00,2023/02/22 00:00:00
2762,277,TAG-277-2,Cattle,Bonsmara,2022/08/07 00:00:00,2022/10/07 00:00:00
2763,277,TAG-277-3,Cattle,Bonsmara,2023/10/22 00:00:00,2023/12/22 00:00:00
2764,277,TAG-277-4,Cattle,Bonsmara,2022/08/18 00:00:00,2022/10/18 00:00:00
2765,277,TAG-277-5,Cattle,Dorper,2023/09/21 00:00:00,2023/11/21 00:00:00
2766,277,TAG-277-6,Goat,Boer Goat,2021/07/13 00:00:00,2021/09/13 00:00:00
2767,277,TAG-277-7,Cattle,Bonsmara,2020/11/26 00:00:00,2021/01/26 00:00:00
2768,277,TAG-277-8,Sheep,Merino,2021/09/16 00:00:00,2021/11/16 00:00:00
2769,277,TAG-277-9,Cattle,Nguni,2021/01/24 00:00:00,2021/03/24 00:00:00
2770,277,TAG-277-10,Cattle,Dorper,2023/11/07 00:00:00,2024/01/07 00:00:00
2771,278,TAG-278-1,Cattle,Dorper,2022/12/18 00:00:00,2023/02/18 00:00:00
2772,278,TAG-278-2,Goat,Dorper,2023/03/19 00:00:00,2023/05/19 00:00:00
2773,278,TAG-278-3,Goat,Boer Goat,2020/03/17 00:00:00,2020/05/17 00:00:00
2774,278,TAG-278-4,Goat,Merino,2020/11/14 00:00:00,2021/01/14 00:00:00
2775,278,TAG-278-5,Sheep,Nguni,2023/01/20 00:00:00,2023/03/20 00:00:00
2776,278,TAG-278-6,Sheep,Dorper,2022/11/13 00:00:00,2023/01/13 00:00:00
2777,278,TAG-278-7,Sheep,Dorper,2021/04/10 00:00:00,2021/06/10 00:00:00
2778,278,TAG-278-8,Goat,Bonsmara,2021/03/20 00:00:00,2021/05/20 00:00:00
2779,278,TAG-278-9,Cattle,Boer Goat,2020/01/25 00:00:00,2020/03/25 00:00:00
2780,278,TAG-278-10,Sheep,Nguni,2020/06/06 00:00:00,2020/08/06 00:00:00
2781,279,TAG-279-1,Goat,Dorper,2020/04/16 00:00:00,2020/06/16 00:00:00
2782,279,TAG-279-2,Cattle,Boer Goat,2022/04/24 00:00:00,2022/06/24 00:00:00
2783,279,TAG-279-3,Sheep,Merino,2020/10/21 00:00:00,2020/12/21 00:00:00
2784,279,TAG-279-4,Sheep,Nguni,2023/10/24 00:00:00,2023/12/24 00:00:00
2785,279,TAG-279-5,Sheep,Boer Goat,2023/02/05 00:00:00,2023/04/05 00:00:00
2786,279,TAG-279-6,Goat,Dorper,2023/02/18 00:00:00,2023/04/18 00:00:00
2787,279,TAG-279-7,Sheep,Dorper,2021/08/15 00:00:00,2021/10/15 00:00:00
2788,279,TAG-279-8,Sheep,Boer Goat,2020/09/20 00:00:00,2020/11/20 00:00:00
2789,279,TAG-279-9,Cattle,Merino,2023/04/19 00:00:00,2023/06/19 00:00:00
2790,279,TAG-279-10,Sheep,Merino,2021/04/07 00:00:00,2021/06/07 00:00:00
2791,280,TAG-280-1,Sheep,Nguni,2021/08/10 00:00:00,2021/10/10 00:00:00
2792,280,TAG-280-2,Cattle,Dorper,2023/02/18 00:00:00,2023/04/18 00:00:00
2793,280,TAG-280-3,Cattle,Dorper,2021/08/10 00:00:00,2021/10/10 00:00:00
2794,280,TAG-280-4,Sheep,Boer Goat,2021/03/24 00:00:00,2021/05/24 00:00:00
