PestTreatmentID,CropID,TreatmentDate,PestDetected,ChemicalUsed,Dosage
1282,2548,2024/06/08 00:00:00,Aphids,Pesticide A,19ml per litre
1283,2549,2023/07/09 00:00:00,Cutworms,Insecticide Z,19ml per litre
1284,2550,2024/11/19 00:00:00,Weevils,Neem Oil,5ml per litre
1285,2552,2023/04/23 00:00:00,Cutworms,Insecticide Z,11ml per litre
1286,2554,2023/11/17 00:00:00,Cutworms,Insecticide Z,10ml per litre
1287,2556,2024/12/28 00:00:00,Cutworms,Insecticide Z,18ml per litre
1288,2558,2024/06/25 00:00:00,Cutworms,Pesticide A,8ml per litre
1289,2559,2024/08/09 00:00:00,Aphids,Pesticide B,18ml per litre
1290,2562,2024/08/11 00:00:00,Aphids,Insecticide Z,14ml per litre
1291,2565,2023/08/02 00:00:00,Cutworms,Insecticide Z,6ml per litre
1292,2573,2024/03/30 00:00:00,Cutworms,Pesticide A,8ml per litre
1293,2574,2024/01/14 00:00:00,Weevils,Neem Oil,14ml per litre
1294,2576,2024/01/24 00:00:00,Weevils,Pesticide B,7ml per litre
1295,2577,2023/05/31 00:00:00,Cutworms,Insecticide Z,11ml per litre
1296,2578,2023/12/09 00:00:00,Armyworm,Insecticide Z,17ml per litre
1297,2580,2023/05/24 00:00:00,Weevils,Insecticide Z,5ml per litre
1298,2586,2024/05/25 00:00:00,Weevils,Insecticide Z,7ml per litre
1299,2588,2023/08/12 00:00:00,Weevils,Insecticide Z,7ml per litre
1300,2591,2024/10/28 00:00:00,Armyworm,Pesticide A,5ml per litre
1301,2593,2024/08/27 00:00:00,Aphids,Pesticide B,11ml per litre
1302,2595,2024/07/12 00:00:00,Weevils,Pesticide B,12ml per litre
1303,2596,2024/12/26 00:00:00,Weevils,Pesticide A,18ml per litre
1304,2598,2024/09/12 00:00:00,Armyworm,Pesticide B,9ml per litre
1305,2599,2023/09/12 00:00:00,Weevils,Pesticide B,14ml per litre
1306,2600,2024/06/05 00:00:00,Cutworms,Neem Oil,5ml per litre
1307,2603,2024/11/26 00:00:00,Cutworms,Pesticide B,11ml per litre
1308,2604,2023/01/31 00:00:00,Armyworm,Pesticide A,7ml per litre
1309,2607,2024/06/18 00:00:00,Weevils,Neem Oil,17ml per litre
1310,2609,2024/07/08 00:00:00,Cutworms,Pesticide B,10ml per litre
1311,2614,2024/12/06 00:00:00,Aphids,Neem Oil,12ml per litre
1312,2620,2025/01/02 00:00:00,Cutworms,Insecticide Z,5ml per litre
1313,2622,2025/01/12 00:00:00,Cutworms,Neem Oil,10ml per litre
1314,2624,2023/05/09 00:00:00,Aphids,Pesticide A,14ml per litre
1315,2625,2024/11/05 00:00:00,Cutworms,Pesticide B,19ml per litre
1316,2629,2024/10/21 00:00:00,Cutworms,Insecticide Z,19ml per litre
1317,2632,2024/06/20 00:00:00,Weevils,Pesticide A,11ml per litre
1318,2633,2023/08/23 00:00:00,Armyworm,Neem Oil,15ml per litre
1319,2634,2023/12/02 00:00:00,Aphids,Insecticide Z,6ml per litre
1320,2638,2023/03/08 00:00:00,Weevils,Neem Oil,18ml per litre
1321,2639,2024/07/22 00:00:00,Armyworm,Pesticide B,9ml per litre
1322,2642,2023/04/12 00:00:00,Armyworm,Pesticide B,10ml per litre
1323,2644,2024/05/19 00:00:00,Cutworms,Insecticide Z,8ml per litre
1324,2646,2024/09/16 00:00:00,Armyworm,Neem Oil,5ml per litre
1325,2647,2023/05/24 00:00:00,Weevils,Pesticide A,12ml per litre
1326,2649,2024/04/11 00:00:00,Weevils,Pesticide B,5ml per litre
1327,2650,2024/08/28 00:00:00,Armyworm,Pesticide A,8ml per litre
1328,2651,2023/03/05 00:00:00,Weevils,Pesticide B,17ml per litre
1329,2653,2025/01/18 00:00:00,Armyworm,Insecticide Z,18ml per litre
1330,2655,2024/11/29 00:00:00,Aphids,Neem Oil,12ml per litre
1331,2657,2024/04/14 00:00:00,Aphids,Pesticide A,5ml per litre
1332,2660,2024/04/22 00:00:00,Weevils,Insecticide Z,8ml per litre
1333,2661,2023/02/16 00:00:00,Aphids,Insecticide Z,9ml per litre
1334,2667,2024/09/26 00:00:00,Cutworms,Neem Oil,11ml per litre
1335,2668,2024/05/27 00:00:00,Aphids,Pesticide A,10ml per litre
1336,2670,2024/02/26 00:00:00,Armyworm,Pesticide A,11ml per litre
1337,2673,2023/07/05 00:00:00,Aphids,Insecticide Z,11ml per litre
1338,2679,2024/01/19 00:00:00,Armyworm,Pesticide A,7ml per litre
1339,2680,2024/05/26 00:00:00,Cutworms,Neem Oil,10ml per litre
1340,2682,2024/05/19 00:00:00,Armyworm,Neem Oil,12ml per litre
1341,2683,2023/07/17 00:00:00,Weevils,Neem Oil,14ml per litre
1342,2684,2023/06/02 00:00:00,Weevils,Pesticide B,9ml per litre
1343,2686,2023/12/17 00:00:00,Armyworm,Pesticide B,19ml per litre
1344,2691,2023/12/11 00:00:00,Cutworms,Neem Oil,15ml per litre
1345,2692,2024/09/17 00:00:00,Weevils,Pesticide B,5ml per litre
1346,2694,2024/07/01 00:00:00,Weevils,Pesticide B,11ml per litre
1347,2695,2024/11/18 00:00:00,Armyworm,Neem Oil,12ml per litre
1348,2696,2024/02/01 00:00:00,Weevils,Neem Oil,18ml per litre
1349,2702,2024/04/05 00:00:00,Armyworm,Neem Oil,15ml per litre
1350,2705,2023/03/25 00:00:00,Weevils,Pesticide B,11ml per litre
1351,2707,2023/02/26 00:00:00,Cutworms,Pesticide A,8ml per litre
1352,2708,2024/06/21 00:00:00,Weevils,Pesticide A,15ml per litre
1353,2709,2024/09/20 00:00:00,Armyworm,Neem Oil,6ml per litre
1354,2710,2024/10/13 00:00:00,Weevils,Neem Oil,9ml per litre
1355,2711,2023/06/15 00:00:00,Cutworms,Insecticide Z,11ml per litre
1356,2712,2023/06/02 00:00:00,Armyworm,Neem Oil,10ml per litre
1357,2713,2024/10/08 00:00:00,Aphids,Pesticide B,19ml per litre
1358,2717,2023/03/05 00:00:00,Cutworms,Neem Oil,17ml per litre
1359,2722,2023/08/27 00:00:00,Aphids,Insecticide Z,6ml per litre
1360,2723,2024/11/11 00:00:00,Weevils,Pesticide B,19ml per litre
1361,2724,2024/08/05 00:00:00,Cutworms,Neem Oil,6ml per litre
1362,2726,2024/01/28 00:00:00,Weevils,Pesticide B,7ml per litre
1363,2727,2024/08/23 00:00:00,Cutworms,Insecticide Z,5ml per litre
1364,2729,2024/09/04 00:00:00,Cutworms,Pesticide B,13ml per litre
1365,2732,2024/05/03 00:00:00,Cutworms,Pesticide B,13ml per litre
1366,2736,2023/10/25 00:00:00,Armyworm,Neem Oil,8ml per litre
1367,2737,2024/01/23 00:00:00,Cutworms,Pesticide A,8ml per litre
1368,2739,2024/11/05 00:00:00,Weevils,Pesticide A,12ml per litre
1369,2740,2023/04/22 00:00:00,Aphids,Pesticide B,18ml per litre
1370,2741,2023/03/05 00:00:00,Aphids,Pesticide B,8ml per litre
1371,2743,2023/08/29 00:00:00,Armyworm,Pesticide B,12ml per litre
1372,2745,2024/05/26 00:00:00,Weevils,Pesticide A,10ml per litre
1373,2746,2025/01/04 00:00:00,Aphids,Pesticide B,13ml per litre
1374,2751,2024/10/05 00:00:00,Aphids,Pesticide B,12ml per litre
1375,2753,2023/06/28 00:00:00,Weevils,Pesticide B,8ml per litre
1376,2755,2024/01/08 00:00:00,Cutworms,Pesticide A,16ml per litre
1377,2756,2024/05/09 00:00:00,Cutworms,Pesticide B,14ml per litre
1378,2759,2024/09/12 00:00:00,Armyworm,Pesticide B,13ml per litre
1379,2761,2023/04/14 00:00:00,Weevils,Insecticide Z,12ml per litre
1380,2762,2023/08/14 00:00:00,Weevils,Insecticide Z,10ml per litre
1381,2763,2025/01/01 00:00:00,Armyworm,Pesticide B,19ml per litre
1382,2765,2024/09/10 00:00:00,Armyworm,Pesticide A,16ml per litre
1383,2768,2024/04/21 00:00:00,Aphids,Insecticide Z,16ml per litre
1384,2769,2024/10/08 00:00:00,Weevils,Pesticide A,5ml per litre
1385,2770,2024/10/02 00:00:00,Aphids,Pesticide A,5ml per litre
1386,2771,2024/03/01 00:00:00,Weevils,Insecticide Z,17ml per litre
1387,2772,2024/06/15 00:00:00,Aphids,Pesticide B,15ml per litre
1388,2776,2023/10/03 00:00:00,Armyworm,Pesticide B,10ml per litre
1389,2777,2023/08/18 00:00:00,Weevils,Pesticide B,16ml per litre
1390,2778,2024/01/18 00:00:00,Cutworms,Pesticide B,14ml per litre
1391,2780,2024/02/17 00:00:00,Cutworms,Pesticide A,17ml per litre
1392,2781,2024/05/29 00:00:00,Armyworm,Insecticide Z,10ml per litre
1393,2782,2023/10/24 00:00:00,Cutworms,Neem Oil,8ml per litre
1394,2785,2024/12/15 00:00:00,Aphids,Neem Oil,7ml per litre
1395,2793,2023/08/22 00:00:00,Aphids,Pesticide A,7ml per litre
1396,2794,2023/08/18 00:00:00,Cutworms,Pesticide B,12ml per litre
1397,2795,2023/04/03 00:00:00,Weevils,Neem Oil,19ml per litre
1398,2797,2024/06/13 00:00:00,Cutworms,Pesticide B,7ml per litre
1399,2798,2024/03/19 00:00:00,Armyworm,Pesticide B,10ml per litre
1400,2799,2024/02/11 00:00:00,Armyworm,Pesticide A,16ml per litre
1401,2803,2023/04/29 00:00:00,Armyworm,Insecticide Z,13ml per litre
1402,2806,2024/11/25 00:00:00,Armyworm,Pesticide B,17ml per litre
1403,2807,2024/12/01 00:00:00,Armyworm,Insecticide Z,6ml per litre
1404,2808,2024/04/14 00:00:00,Cutworms,Insecticide Z,11ml per litre
1405,2810,2024/08/16 00:00:00,Weevils,Pesticide A,18ml per litre
1406,2813,2023/08/09 00:00:00,Aphids,Neem Oil,16ml per litre
1407,2814,2024/04/26 00:00:00,Aphids,Neem Oil,14ml per litre
1408,2818,2025/01/02 00:00:00,Cutworms,Neem Oil,5ml per litre
1409,2819,2024/04/13 00:00:00,Weevils,Insecticide Z,14ml per litre
1410,2820,2024/04/05 00:00:00,Armyworm,Pesticide A,13ml per litre
1411,2822,2024/08/18 00:00:00,Armyworm,Neem Oil,19ml per litre
1412,2823,2023/03/02 00:00:00,Weevils,Pesticide A,16ml per litre
1413,2824,2024/04/04 00:00:00,Weevils,Pesticide A,5ml per litre
1414,2826,2023/06/30 00:00:00,Cutworms,Insecticide Z,9ml per litre
1415,2828,2023/02/03 00:00:00,Cutworms,Pesticide B,16ml per litre
1416,2829,2024/05/02 00:00:00,Armyworm,Pesticide B,15ml per litre
1417,2832,2023/05/01 00:00:00,Aphids,Insecticide Z,9ml per litre
1418,2835,2024/06/20 00:00:00,Aphids,Pesticide A,17ml per litre
1419,2836,2023/11/09 00:00:00,Cutworms,Pesticide B,14ml per litre
1420,2839,2024/09/03 00:00:00,Cutworms,Pesticide A,6ml per litre
1421,2841,2024/01/12 00:00:00,Weevils,Neem Oil,14ml per litre
1422,2842,2024/08/06 00:00:00,Armyworm,Insecticide Z,9ml per litre
1423,2845,2024/06/21 00:00:00,Cutworms,Insecticide Z,13ml per litre
1424,2846,2024/01/05 00:00:00,Aphids,Neem Oil,10ml per litre
1425,2849,2024/06/25 00:00:00,Weevils,Pesticide B,17ml per litre
1426,2853,2023/09/19 00:00:00,Cutworms,Pesticide A,8ml per litre
1427,2855,2024/09/16 00:00:00,Weevils,Pesticide B,5ml per litre
1428,2859,2025/01/06 00:00:00,Weevils,Insecticide Z,7ml per litre
1429,2860,2023/11/07 00:00:00,Weevils,Pesticide B,10ml per litre
1430,2861,2024/12/18 00:00:00,Cutworms,Insecticide Z,13ml per litre
1431,2862,2024/07/27 00:00:00,Cutworms,Insecticide Z,5ml per litre
1432,2867,2024/06/07 00:00:00,Weevils,Pesticide A,7ml per litre
1433,2870,2024/04/12 00:00:00,Weevils,Insecticide Z,11ml per litre
1434,2879,2023/10/20 00:00:00,Cutworms,Pesticide A,7ml per litre
1435,2881,2023/11/19 00:00:00,Cutworms,Pesticide A,17ml per litre
1436,2882,2024/10/26 00:00:00,Armyworm,Pesticide A,16ml per litre
1437,2885,2023/10/06 00:00:00,Aphids,Pesticide A,11ml per litre
1438,2886,2024/08/10 00:00:00,Aphids,Pesticide B,12ml per litre
1439,2889,2023/01/24 00:00:00,Weevils,Pesticide A,18ml per litre
1440,2890,2023/06/29 00:00:00,Cutworms,Insecticide Z,5ml per litre
1441,2892,2023/09/27 00:00:00,Aphids,Pesticide A,10ml per litre
1442,2895,2024/07/05 00:00:00,Armyworm,Insecticide Z,9ml per litre
1443,2900,2023/04/18 00:00:00,Aphids,Insecticide Z,11ml per litre
1444,2904,2023/06/05 00:00:00,Aphids,Neem Oil,9ml per litre
1445,2908,2023/03/04 00:00:00,Aphids,Pesticide A,10ml per litre
1446,2909,2024/09/26 00:00:00,Weevils,Pesticide B,14ml per litre
1447,2910,2024/02/05 00:00:00,Aphids,Insecticide Z,16ml per litre
1448,2911,2023/05/11 00:00:00,Cutworms,Insecticide Z,14ml per litre
1449,2912,2023/05/25 00:00:00,Weevils,Insecticide Z,19ml per litre
1450,2913,2023/12/25 00:00:00,Cutworms,Insecticide Z,11ml per litre
1451,2914,2023/02/13 00:00:00,Weevils,Pesticide B,14ml per litre
1452,2916,2024/06/12 00:00:00,Weevils,Pesticide B,13ml per litre
1453,2919,2023/09/05 00:00:00,Aphids,Insecticide Z,15ml per litre
1454,2920,2024/08/06 00:00:00,Aphids,Neem Oil,8ml per litre
1455,2921,2024/03/31 00:00:00,Cutworms,Insecticide Z,10ml per litre
1456,2925,2024/05/05 00:00:00,Weevils,Pesticide A,14ml per litre
1457,2927,2024/03/05 00:00:00,Armyworm,Insecticide Z,7ml per litre
1458,2928,2024/08/22 00:00:00,Aphids,Neem Oil,15ml per litre
1459,2930,2024/07/10 00:00:00,Weevils,Insecticide Z,16ml per litre
1460,2931,2024/04/06 00:00:00,Weevils,Pesticide A,7ml per litre
1461,2932,2024/08/23 00:00:00,Cutworms,Neem Oil,7ml per litre
1462,2935,2024/09/30 00:00:00,Cutworms,Neem Oil,11ml per litre
1463,2936,2023/04/06 00:00:00,Armyworm,Neem Oil,12ml per litre
1464,2937,2024/01/08 00:00:00,Cutworms,Neem Oil,17ml per litre
1465,2938,2024/10/24 00:00:00,Cutworms,Pesticide A,11ml per litre
1466,2942,2023/05/06 00:00:00,Armyworm,Insecticide Z,18ml per litre
1467,2944,2024/03/28 00:00:00,Weevils,Pesticide B,11ml per litre
1468,2948,2023/12/27 00:00:00,Weevils,Neem Oil,11ml per litre
1469,2959,2024/08/03 00:00:00,Weevils,Neem Oil,19ml per litre
1470,2963,2024/11/11 00:00:00,Aphids,Insecticide Z,9ml per litre
1471,2964,2024/01/09 00:00:00,Armyworm,Pesticide B,10ml per litre
1472,2965,2025/02/05 00:00:00,Armyworm,Pesticide B,16ml per litre
1473,2966,2024/12/07 00:00:00,Aphids,Pesticide A,7ml per litre
1474,2967,2024/11/21 00:00:00,Weevils,Pesticide A,14ml per litre
1475,2971,2025/01/01 00:00:00,Cutworms,Pesticide A,8ml per litre
1476,2973,2023/08/11 00:00:00,Armyworm,Pesticide B,17ml per litre
1477,2974,2024/11/18 00:00:00,Aphids,Insecticide Z,14ml per litre
1478,2977,2024/03/18 00:00:00,Armyworm,Insecticide Z,18ml per litre
1479,2978,2024/08/08 00:00:00,Aphids,Pesticide A,12ml per litre
1480,2979,2023/05/16 00:00:00,Aphids,Pesticide A,18ml per litre
1481,2981,2024/10/06 00:00:00,Weevils,Insecticide Z,14ml per litre
1482,2985,2023/04/16 00:00:00,Armyworm,Neem Oil,14ml per litre
1483,2986,2024/12/30 00:00:00,Aphids,Neem Oil,11ml per litre
1484,2989,2024/04/01 00:00:00,Cutworms,Neem Oil,5ml per litre
1485,2993,2024/10/30 00:00:00,Aphids,Insecticide Z,14ml per litre
1486,2995,2024/11/16 00:00:00,Weevils,Neem Oil,13ml per litre
1487,2996,2023/03/09 00:00:00,Weevils,Pesticide B,10ml per litre
1488,2999,2024/10/08 00:00:00,Weevils,Pesticide B,12ml per litre
1489,3000,2023/05/29 00:00:00,Armyworm,Pesticide B,18ml per litre
1490,3003,2024/02/13 00:00:00,Weevils,Insecticide Z,14ml per litre
1491,3006,2023/07/20 00:00:00,Armyworm,Pesticide A,11ml per litre
1492,3008,2023/10/19 00:00:00,Weevils,Pesticide A,5ml per litre
1493,3012,2024/05/21 00:00:00,Weevils,Neem Oil,12ml per litre
1494,3013,2023/09/02 00:00:00,Aphids,Pesticide A,16ml per litre
1495,3014,2024/09/28 00:00:00,Cutworms,Insecticide Z,19ml per litre
1496,3015,2023/06/01 00:00:00,Armyworm,Insecticide Z,5ml per litre
1497,3016,2023/10/23 00:00:00,Aphids,Pesticide A,12ml per litre
1498,3017,2023/08/29 00:00:00,Weevils,Neem Oil,10ml per litre
1499,3020,2024/10/27 00:00:00,Aphids,Pesticide A,17ml per litre
1500,3023,2023/08/29 00:00:00,Armyworm,Insecticide Z,14ml per litre
1501,3025,2024/10/25 00:00:00,Weevils,Insecticide Z,18ml per litre
1502,3026,2024/04/13 00:00:00,Armyworm,Pesticide B,8ml per litre
1503,3029,2024/02/04 00:00:00,Cutworms,Pesticide A,11ml per litre
1504,3031,2023/03/21 00:00:00,Aphids,Pesticide A,15ml per litre
1505,3032,2024/06/03 00:00:00,Aphids,Pesticide A,6ml per litre
1506,3035,2023/07/04 00:00:00,Cutworms,Insecticide Z,19ml per litre
1507,3036,2024/03/16 00:00:00,Aphids,Insecticide Z,15ml per litre
1508,3037,2024/08/20 00:00:00,Cutworms,Neem Oil,19ml per litre
1509,3038,2024/10/02 00:00:00,Armyworm,Pesticide B,14ml per litre
1510,3039,2023/09/30 00:00:00,Weevils,Pesticide B,7ml per litre
1511,3040,2024/12/15 00:00:00,Aphids,Pesticide A,17ml per litre
1512,3041,2024/01/26 00:00:00,Aphids,Pesticide A,12ml per litre
1513,3043,2025/02/12 00:00:00,Aphids,Neem Oil,10ml per litre
1514,3045,2024/03/28 00:00:00,Weevils,Pesticide A,10ml per litre
1515,3046,2024/04/02 00:00:00,Weevils,Pesticide A,15ml per litre
1516,3047,2024/11/15 00:00:00,Armyworm,Insecticide Z,16ml per litre
1517,3049,2023/09/27 00:00:00,Weevils,Neem Oil,17ml per litre
1518,3050,2024/02/04 00:00:00,Weevils,Insecticide Z,11ml per litre
1519,3052,2024/10/31 00:00:00,Aphids,Pesticide B,15ml per litre
1520,3056,2024/08/22 00:00:00,Aphids,Pesticide A,7ml per litre
1521,3059,2023/04/20 00:00:00,Weevils,Neem Oil,15ml per litre
1522,3060,2023/12/29 00:00:00,Cutworms,Pesticide B,12ml per litre
1523,3061,2024/01/11 00:00:00,Cutworms,Neem Oil,19ml per litre
1524,3062,2024/10/01 00:00:00,Weevils,Insecticide Z,10ml per litre
1525,3063,2023/11/07 00:00:00,Armyworm,Insecticide Z,10ml per litre
1526,3065,2024/07/30 00:00:00,Cutworms,Neem Oil,10ml per litre
1527,3066,2023/02/15 00:00:00,Cutworms,Pesticide A,7ml per litre
1528,3069,2023/07/03 00:00:00,Weevils,Neem Oil,16ml per litre
1529,3070,2023/04/26 00:00:00,Cutworms,Neem Oil,11ml per litre
1530,3071,2024/04/02 00:00:00,Weevils,Pesticide A,11ml per litre
1531,3072,2023/03/16 00:00:00,Weevils,Neem Oil,19ml per litre
1532,3075,2023/04/23 00:00:00,Weevils,Neem Oil,7ml per litre
1533,3078,2023/08/18 00:00:00,Weevils,Insecticide Z,16ml per litre
1534,3084,2023/11/02 00:00:00,Weevils,Neem Oil,9ml per litre
1535,3085,2024/09/18 00:00:00,Weevils,Pesticide A,7ml per litre
1536,3086,2023/12/04 00:00:00,Aphids,Neem Oil,6ml per litre
1537,3089,2024/01/20 00:00:00,Weevils,Pesticide A,14ml per litre
1538,3092,2024/09/28 00:00:00,Aphids,Insecticide Z,5ml per litre
1539,3093,2023/06/04 00:00:00,Armyworm,Pesticide B,17ml per litre
1540,3094,2024/11/06 00:00:00,Armyworm,Neem Oil,13ml per litre
1541,3095,2024/07/19 00:00:00,Weevils,Insecticide Z,6ml per litre
1542,3097,2024/01/01 00:00:00,Aphids,Neem Oil,12ml per litre
1543,3098,2025/01/05 00:00:00,Armyworm,Pesticide B,5ml per litre
1544,3099,2024/11/17 00:00:00,Armyworm,Pesticide A,10ml per litre
1545,3100,2023/02/10 00:00:00,Weevils,Pesticide B,19ml per litre
1546,3101,2023/03/01 00:00:00,Armyworm,Neem Oil,10ml per litre
1547,3102,2024/08/18 00:00:00,Aphids,Pesticide B,5ml per litre
1548,3104,2023/06/07 00:00:00,Weevils,Neem Oil,13ml per litre
1549,3105,2024/04/16 00:00:00,Cutworms,Insecticide Z,15ml per litre
1550,3107,2023/10/13 00:00:00,Aphids,Pesticide A,18ml per litre
1551,3108,2023/03/22 00:00:00,Weevils,Neem Oil,6ml per litre
1552,3109,2024/04/04 00:00:00,Weevils,Pesticide A,5ml per litre
1553,3112,2024/07/20 00:00:00,Armyworm,Insecticide Z,10ml per litre
1554,3113,2024/11/04 00:00:00,Armyworm,Pesticide B,11ml per litre
1555,3114,2023/09/07 00:00:00,Weevils,Pesticide B,10ml per litre
1556,3117,2024/02/10 00:00:00,Cutworms,Pesticide B,6ml per litre
1557,3118,2025/01/15 00:00:00,Armyworm,Pesticide B,6ml per litre
1558,3119,2024/10/15 00:00:00,Aphids,Pesticide B,12ml per litre
1559,3120,2023/08/10 00:00:00,Aphids,Pesticide B,9ml per litre
1560,3122,2023/07/13 00:00:00,Weevils,Neem Oil,10ml per litre
1561,3126,2024/02/23 00:00:00,Armyworm,Insecticide Z,11ml per litre
1562,3127,2023/05/25 00:00:00,Weevils,Pesticide A,11ml per litre
1563,3128,2024/04/16 00:00:00,Cutworms,Insecticide Z,16ml per litre
1564,3132,2023/03/08 00:00:00,Armyworm,Insecticide Z,9ml per litre
1565,3133,2023/09/14 00:00:00,Armyworm,Pesticide A,13ml per litre
1566,3134,2024/01/20 00:00:00,Cutworms,Neem Oil,14ml per litre
1567,3136,2024/10/13 00:00:00,Cutworms,Pesticide B,15ml per litre
1568,3137,2024/11/15 00:00:00,Cutworms,Insecticide Z,13ml per litre
1569,3138,2025/01/30 00:00:00,Cutworms,Neem Oil,8ml per litre
1570,3139,2023/07/20 00:00:00,Weevils,Pesticide B,19ml per litre
1571,3140,2024/05/30 00:00:00,Cutworms,Pesticide B,17ml per litre
1572,3141,2025/01/12 00:00:00,Weevils,Pesticide A,11ml per litre
1573,3142,2023/06/04 00:00:00,Weevils,Pesticide B,10ml per litre
1574,3144,2023/07/27 00:00:00,Cutworms,Pesticide A,10ml per litre
1575,3145,2024/11/28 00:00:00,Cutworms,Pesticide A,6ml per litre
1576,3146,2024/10/22 00:00:00,Armyworm,Pesticide A,18ml per litre
1577,3147,2023/02/06 00:00:00,Cutworms,Neem Oil,16ml per litre
1578,3148,2023/06/30 00:00:00,Cutworms,Neem Oil,13ml per litre
1579,3152,2023/05/09 00:00:00,Aphids,Pesticide A,9ml per litre
1580,3153,2023/05/06 00:00:00,Aphids,Pesticide A,8ml per litre
1581,3154,2024/06/20 00:00:00,Weevils,Insecticide Z,10ml per litre
1582,3155,2023/12/03 00:00:00,Weevils,Neem Oil,7ml per litre
1583,3156,2023/06/10 00:00:00,Cutworms,Pesticide A,16ml per litre
1584,3157,2024/11/27 00:00:00,Armyworm,Pesticide A,5ml per litre
1585,3161,2023/04/30 00:00:00,Aphids,Insecticide Z,15ml per litre
1586,3163,2023/12/13 00:00:00,Weevils,Neem Oil,5ml per litre
1587,3165,2024/09/12 00:00:00,Weevils,Insecticide Z,17ml per litre
1588,3166,2024/08/18 00:00:00,Armyworm,Pesticide A,18ml per litre
1589,3167,2024/05/31 00:00:00,Aphids,Pesticide B,14ml per litre
1590,3169,2024/04/28 00:00:00,Aphids,Insecticide Z,9ml per litre
1591,3170,2024/06/02 00:00:00,Aphids,Pesticide A,16ml per litre
1592,3172,2024/10/31 00:00:00,Armyworm,Neem Oil,11ml per litre
1593,3173,2023/12/31 00:00:00,Aphids,Neem Oil,16ml per litre
1594,3177,2023/08/19 00:00:00,Aphids,Insecticide Z,17ml per litre
1595,3178,2024/01/13 00:00:00,Armyworm,Neem Oil,12ml per litre
1596,3180,2023/11/29 00:00:00,Armyworm,Insecticide Z,19ml per litre
1597,3181,2023/12/28 00:00:00,Cutworms,Pesticide A,8ml per litre
1598,3182,2025/01/18 00:00:00,Weevils,Pesticide B,13ml per litre
1599,3183,2024/01/24 00:00:00,Aphids,Insecticide Z,10ml per litre
1600,3185,2024/11/02 00:00:00,Weevils,Pesticide B,12ml per litre
1601,3189,2024/02/28 00:00:00,Aphids,Neem Oil,7ml per litre
1602,3190,2023/06/29 00:00:00,Armyworm,Pesticide B,9ml per litre
1603,3191,2023/10/13 00:00:00,Weevils,Pesticide A,8ml per litre
1604,3192,2024/12/06 00:00:00,Aphids,Neem Oil,8ml per litre
1605,3194,2023/05/22 00:00:00,Cutworms,Pesticide A,15ml per litre
1606,3196,2023/06/09 00:00:00,Armyworm,Pesticide B,13ml per litre
1607,3197,2023/09/02 00:00:00,Aphids,Pesticide A,16ml per litre
1608,3198,2023/09/04 00:00:00,Cutworms,Pesticide B,8ml per litre
1609,3199,2023/09/15 00:00:00,Aphids,Neem Oil,13ml per litre
1610,3200,2023/05/14 00:00:00,Weevils,Neem Oil,9ml per litre
1611,3201,2024/08/28 00:00:00,Weevils,Pesticide A,6ml per litre
1612,3202,2024/03/29 00:00:00,Armyworm,Pesticide B,13ml per litre
1613,3203,2024/01/27 00:00:00,Weevils,Pesticide A,7ml per litre
1614,3210,2024/02/06 00:00:00,Aphids,Pesticide A,6ml per litre
1615,3212,2024/10/11 00:00:00,Cutworms,Pesticide A,11ml per litre
1616,3213,2024/08/13 00:00:00,Weevils,Neem Oil,10ml per litre
1617,3220,2024/10/17 00:00:00,Weevils,Pesticide A,5ml per litre
1618,3223,2024/12/07 00:00:00,Weevils,Neem Oil,18ml per litre
1619,3224,2024/09/04 00:00:00,Weevils,Insecticide Z,19ml per litre
1620,3226,2024/07/29 00:00:00,Weevils,Neem Oil,13ml per litre
1621,3228,2024/09/03 00:00:00,Armyworm,Pesticide A,18ml per litre
1622,3230,2023/04/29 00:00:00,Aphids,Insecticide Z,5ml per litre
1623,3231,2023/04/06 00:00:00,Weevils,Pesticide B,8ml per litre
1624,3232,2023/10/08 00:00:00,Cutworms,Neem Oil,7ml per litre
1625,3235,2023/12/24 00:00:00,Aphids,Pesticide A,19ml per litre
1626,3237,2023/10/15 00:00:00,Armyworm,Neem Oil,16ml per litre
1627,3239,2024/05/09 00:00:00,Aphids,Neem Oil,9ml per litre
1628,3240,2024/06/23 00:00:00,Weevils,Insecticide Z,6ml per litre
1629,3241,2023/08/13 00:00:00,Aphids,Insecticide Z,14ml per litre
1630,3243,2023/03/17 00:00:00,Weevils,Insecticide Z,9ml per litre
1631,3245,2023/07/26 00:00:00,Cutworms,Pesticide A,19ml per litre
1632,3246,2023/07/25 00:00:00,Cutworms,Neem Oil,8ml per litre
1633,3249,2024/04/01 00:00:00,Weevils,Pesticide B,10ml per litre
1634,3250,2023/03/28 00:00:00,Cutworms,Pesticide A,11ml per litre
1635,3251,2024/07/17 00:00:00,Aphids,Pesticide A,14ml per litre
1636,3252,2023/04/09 00:00:00,Armyworm,Insecticide Z,17ml per litre
1637,3256,2024/02/17 00:00:00,Aphids,Insecticide Z,19ml per litre
1638,3257,2024/12/04 00:00:00,Armyworm,Neem Oil,10ml per litre
1639,3258,2024/05/15 00:00:00,Armyworm,Pesticide B,11ml per litre
1640,3259,2023/06/21 00:00:00,Cutworms,Insecticide Z,8ml per litre
1641,3261,2023/10/30 00:00:00,Aphids,Insecticide Z,5ml per litre
